Day,Adjumani sim,Adjumani data,Adjumani error,East_Darfur sim,East_Darfur data,East_Darfur error,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Kakuma sim,Kakuma data,Kakuma error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Meri sim,Meri data,Meri error,North_Darfur sim,North_Darfur data,North_Darfur error,Rhino sim,Rhino data,Rhino error,South_Darfur sim,South_Darfur data,South_Darfur error,South_Kordofan sim,South_Kordofan data,South_Kordofan error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Nguenyyiel sim,Nguenyyiel data,Nguenyyiel error,Okugo sim,Okugo data,Okugo error,Pugnido sim,Pugnido data,Pugnido error,Pugnido_II sim,Pugnido_II data,Pugnido_II error,Tierkidi sim,Tierkidi data,Tierkidi error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
40,3530,4025,0.12298136645962732,8,36,0.7777777777777778,970,10918,0.9111558893570251,171,846,0.7978723404255319,1553,137,10.335766423357665,1018,0,0.0,2812,1930,0.45699481865284963,4,0,0.0,1107,1490,0.25704697986577185,15,0,0.0,32,0,0.0,19,0,0.0,7,2454,0.9971475142624286,5,430,0.9883720930232558,104,487,0.786447638603696,48,0,0.0,27,860,0.9686046511627907,55,28,0.9642857142857142,1,13,0.9230769230769231,39,496,0.9213709677419355,0.8093995859213251,24150,24150,24150,11525,0
41,3625,4078,0.11108386463952913,9,36,0.75,994,10998,0.9096199308965266,176,846,0.7919621749408984,1618,150,9.786666666666667,1042,0,0.0,2896,1978,0.4641051567239636,4,0,0.0,1138,1589,0.2838263058527376,17,0,0.0,34,0,0.0,19,0,0.0,7,2506,0.9972067039106145,6,498,0.9879518072289156,116,515,0.7747572815533981,51,0,0.0,29,861,0.9663182346109176,57,28,1.0357142857142856,1,13,0.9230769230769231,43,526,0.9182509505703422,0.808382747136707,24622,24622,24622,11882,0
42,3713,4132,0.10140367860600197,11,36,0.6944444444444444,1031,11078,0.9069326593247878,186,846,0.7801418439716312,1692,162,9.444444444444445,1076,0,0.0,2972,2026,0.46692991115498517,5,0,0.0,1169,1689,0.30787448194197753,19,0,0.0,35,0,0.0,20,0,0.0,7,2558,0.9972634870992964,7,567,0.9876543209876543,120,543,0.7790055248618785,51,0,0.0,31,862,0.9640371229698376,58,28,1.0714285714285716,1,13,0.9230769230769231,47,555,0.9153153153153153,0.8076509264793784,25095,25095,25095,12251,0
43,3811,4185,0.0893667861409797,11,36,0.6944444444444444,1065,11158,0.9045527872378563,191,846,0.7742316784869976,1771,175,9.12,1108,0,0.0,3043,2074,0.4672131147540983,5,0,0.0,1204,1789,0.3269983230855227,19,0,0.0,36,0,0.0,21,0,0.0,9,2610,0.996551724137931,8,635,0.9874015748031496,132,571,0.7688266199649737,55,0,0.0,36,863,0.9582850521436849,63,28,1.25,1,13,0.9230769230769231,47,584,0.9195205479452054,0.8064692768021278,25567,25567,25567,12636,0
44,3924,4239,0.07430997876857748,11,36,0.6944444444444444,1094,11238,0.9026517173874355,201,846,0.7624113475177305,1846,187,8.871657754010695,1146,0,0.0,3107,2123,0.46349505416862935,6,0,0.0,1234,1889,0.3467443091582848,19,0,0.0,38,0,0.0,24,0,0.0,9,2662,0.9966190833959429,9,703,0.9871977240398293,137,599,0.7712854757929883,55,0,0.0,37,864,0.9571759259259259,69,28,1.4642857142857144,1,13,0.9230769230769231,55,614,0.9104234527687296,0.8049998079950846,26041,26041,26041,13022,0
45,4022,4292,0.06290773532152838,11,551,0.9800362976406534,1137,11318,0.8995405548683513,205,846,0.7576832151300237,1927,200,8.635,1178,0,0.0,3196,2171,0.47213265776140023,7,0,0.0,1269,1989,0.3619909502262444,20,3,5.666666666666667,45,0,0.0,25,0,0.0,9,2756,0.9967343976777939,11,771,0.9857328145265889,142,615,0.7691056910569105,57,0,0.0,39,865,0.9549132947976878,72,28,1.5714285714285716,1,13,0.9230769230769231,57,629,0.9093799682034976,0.8084815321477428,27047,27047,27047,13430,0
46,4145,4346,0.04624942475839855,12,1067,0.9887535145267105,1175,11398,0.8969117389015617,209,846,0.7529550827423168,2013,212,8.495283018867925,1203,0,0.0,3289,2219,0.4821991888237944,7,0,0.0,1297,2088,0.3788314176245211,22,6,2.6666666666666665,49,0,0.0,26,0,0.0,9,2850,0.9968421052631579,11,839,0.9868891537544696,153,631,0.757527733755943,62,0,0.0,40,866,0.953810623556582,73,29,1.5172413793103448,1,13,0.9230769230769231,57,645,0.9116279069767442,0.8111923008376404,28055,28055,28055,13853,0
47,4251,4399,0.03364401000227324,12,1582,0.9924146649810367,1208,11478,0.8947551838299356,215,846,0.7458628841607565,2078,225,8.235555555555555,1233,0,0.0,3371,2267,0.4869872077635642,7,0,0.0,1330,2188,0.3921389396709324,23,9,1.5555555555555554,50,0,0.0,30,0,0.0,10,2944,0.9966032608695652,11,908,0.987885462555066,160,647,0.7527047913446677,67,0,0.0,44,867,0.9492502883506344,76,29,1.6206896551724137,1,13,0.9230769230769231,59,660,0.9106060606060606,0.8132957126144106,29062,29062,29062,14236,0
48,4385,4452,0.015049415992812176,15,2098,0.9928503336510963,1251,11558,0.8917632808444368,220,846,0.739952718676123,2157,237,8.10126582278481,1267,0,0.0,3461,2316,0.4943868739205526,7,0,0.0,1364,2288,0.40384615384615385,26,12,1.1666666666666665,52,0,0.0,32,0,0.0,11,3038,0.9963791968400263,11,976,0.9887295081967213,163,663,0.7541478129713424,70,0,0.0,48,868,0.9447004608294931,78,29,1.6896551724137931,1,13,0.9230769230769231,64,676,0.9053254437869822,0.8147322913202527,30070,30070,30070,14683,0
49,4515,4506,0.001997336884154377,17,2613,0.9934940681209338,1301,11638,0.8882110328235092,223,846,0.7364066193853428,2260,250,8.04,1310,0,0.0,3547,2364,0.5004230118443316,7,0,0.0,1404,2388,0.4120603015075377,27,15,0.8,55,0,0.0,32,0,0.0,11,3132,0.9964878671775224,11,1044,0.9894636015325671,172,679,0.7466863033873343,74,0,0.0,50,869,0.9424626006904488,81,29,1.793103448275862,1,13,0.9230769230769231,68,692,0.9017341040462428,0.817298410451123,31078,31078,31078,15166,0
50,4665,4559,0.02325071287563052,20,3129,0.9936081815276446,1334,11718,0.88615804744837,230,846,0.7281323877068557,2365,262,8.026717557251908,1341,0,0.0,3656,2412,0.5157545605306799,7,0,0.0,1439,2488,0.4216237942122186,31,18,0.7222222222222223,63,0,0.0,36,0,0.0,11,3226,0.9965902045877247,12,1112,0.9892086330935251,180,695,0.7410071942446044,77,0,0.0,53,870,0.9390804597701149,87,29,2.0,1,13,0.9230769230769231,72,707,0.8981612446958982,0.8259568632340107,32084,32084,32084,15680,0
51,4808,4613,0.04227184045089971,21,3644,0.9942371020856202,1370,11798,0.8838786234955077,238,846,0.718676122931442,2466,275,7.967272727272727,1386,0,0.0,3773,2460,0.5337398373983739,8,0,0.0,1474,2587,0.4302280633938925,34,21,0.6190476190476191,68,0,0.0,38,0,0.0,12,3320,0.9963855421686747,12,1180,0.9898305084745763,187,712,0.7373595505617978,79,0,0.0,55,871,0.9368541905855339,91,29,2.1379310344827585,1,13,0.9230769230769231,74,723,0.8976486860304288,0.8341290946452314,33092,33092,33092,16195,0
52,4952,4666,0.06129447063866267,22,4160,0.9947115384615385,1410,11878,0.8812931469944435,246,846,0.7092198581560284,2576,287,7.975609756097562,1428,0,0.0,3887,2509,0.5492227979274611,8,0,0.0,1509,2687,0.4384071455154447,34,24,0.41666666666666674,74,0,0.0,39,0,0.0,13,3414,0.9961921499707088,12,1249,0.9903923138510808,198,712,0.7219101123595506,85,0,0.0,58,873,0.9335624284077892,92,29,2.1724137931034484,1,13,0.9230769230769231,75,723,0.8962655601659751,0.841532139712357,34070,34070,34070,16719,0
53,5100,4720,0.0805084745762712,22,4676,0.995295124037639,1459,11958,0.8779896303729721,254,846,0.6997635933806147,2685,300,7.949999999999999,1471,0,0.0,3995,2557,0.5623777864685178,8,0,0.0,1539,2787,0.4477933261571583,41,27,0.5185185185185186,77,0,0.0,41,0,0.0,13,3508,0.9962941847206386,13,1317,0.9901290812452543,210,713,0.7054698457223001,89,0,0.0,59,874,0.9324942791762014,95,29,2.2758620689655173,1,13,0.9230769230769231,79,724,0.8908839779005525,0.8484122228879568,35049,35049,35049,17251,0
54,5251,4773,0.10014665828619318,23,5191,0.9955692544789058,1499,12038,0.8754776540953647,266,846,0.6855791962174941,2800,312,7.9743589743589745,1518,0,0.0,4105,2605,0.5758157389635317,8,0,0.0,1585,2887,0.4509871839279529,44,30,0.46666666666666656,79,0,0.0,42,0,0.0,13,3602,0.9963908939478068,13,1385,0.9906137184115523,220,713,0.6914446002805049,92,0,0.0,60,875,0.9314285714285714,99,29,2.413793103448276,1,13,0.9230769230769231,81,724,0.888121546961326,0.855064819698526,36023,36023,36023,17799,0
55,5407,4826,0.12038955656858685,25,5707,0.9956194147538111,1545,12118,0.8725037134840733,274,846,0.6761229314420804,2920,325,7.984615384615385,1569,0,0.0,4232,2653,0.5951752732755371,8,0,0.0,1627,2987,0.4553063274188148,45,33,0.36363636363636354,83,0,0.0,44,0,0.0,16,3696,0.9956709956709957,13,1453,0.9910529938059188,227,714,0.6820728291316527,100,0,0.0,65,876,0.9257990867579908,103,29,2.5517241379310347,1,13,0.9230769230769231,82,725,0.886896551724138,0.8622739925947948,37001,37001,37001,18386,0
56,5570,4880,0.14139344262295084,27,6222,0.9956605593056895,1582,12198,0.8703066076405968,280,846,0.6690307328605201,3015,337,7.946587537091988,1600,0,0.0,4364,2702,0.615099925980755,8,0,0.0,1667,3086,0.45981853532080363,47,36,0.3055555555555556,86,0,0.0,45,0,0.0,16,3790,0.995778364116095,13,1521,0.9914529914529915,236,714,0.669467787114846,103,0,0.0,69,877,0.9213226909920182,104,29,2.586206896551724,1,13,0.9230769230769231,83,725,0.8855172413793103,0.8683378976195492,37976,37976,37976,18916,0
57,5747,4933,0.16501114940198658,28,6738,0.99584446423271,1638,12278,0.8665906499429874,283,846,0.66548463356974,3151,350,8.002857142857144,1641,0,0.0,4463,2750,0.6229090909090909,9,0,0.0,1707,3186,0.46421845574387943,48,39,0.23076923076923084,86,0,0.0,49,0,0.0,17,3884,0.9956230690010298,14,1590,0.9911949685534591,240,715,0.6643356643356644,107,0,0.0,70,878,0.9202733485193622,111,30,2.7,1,13,0.9230769230769231,86,726,0.8815426997245179,0.8748331450867646,38956,38956,38956,19496,0
58,5919,4987,0.1868859033487067,28,7253,0.9961395284709775,1687,12358,0.8634892377407347,292,846,0.6548463356973995,3272,362,8.03867403314917,1671,0,0.0,4600,2798,0.6440314510364546,9,0,0.0,1744,3286,0.46926354230066947,51,42,0.2142857142857142,88,0,0.0,54,0,0.0,17,3978,0.9957264957264957,14,1658,0.991556091676719,252,716,0.6480446927374302,114,0,0.0,72,879,0.9180887372013652,117,30,2.9,1,13,0.9230769230769231,94,726,0.8705234159779615,0.881198036662326,39932,39932,39932,20096,0
59,6099,5040,0.21011904761904754,29,7769,0.9962672158578968,1748,12438,0.8594629361633703,297,846,0.648936170212766,3410,375,8.093333333333334,1727,0,0.0,4728,2846,0.6612789880534082,9,0,0.0,1791,3386,0.4710572947430597,55,45,0.22222222222222232,89,0,0.0,58,0,0.0,20,4072,0.9950884086444007,15,1726,0.9913093858632677,265,726,0.6349862258953167,118,0,0.0,74,880,0.9159090909090909,125,30,3.166666666666667,1,13,0.9230769230769231,99,736,0.8654891304347826,0.8877785379202502,40928,40928,40928,20757,0
60,6265,5094,0.22987828818217504,30,8285,0.996378998189499,1800,12518,0.8562070618309634,304,846,0.6406619385342789,3550,387,8.17312661498708,1780,0,0.0,4855,2895,0.6770293609671849,10,0,0.0,1848,3486,0.4698795180722891,56,49,0.1428571428571428,95,0,0.0,62,0,0.0,20,4166,0.9951992318771004,15,1794,0.9916387959866221,274,736,0.6277173913043479,126,0,0.0,78,881,0.9114642451759365,128,30,3.2666666666666666,1,13,0.9230769230769231,100,746,0.8659517426273459,0.8937890569097935,41926,41926,41926,21397,0
61,6503,9099,0.28530607759094406,30,8285,0.996378998189499,1836,12518,0.8533312030675827,315,1134,0.7222222222222222,3692,400,8.23,1833,0,0.0,5057,2943,0.7183146449201494,11,0,0.0,1905,4154,0.5414058738565238,60,49,0.22448979591836737,102,0,0.0,65,1,64.0,22,4252,0.9948259642521167,16,1862,0.99140708915145,281,746,0.6233243967828419,131,0,0.0,80,882,0.909297052154195,134,30,3.466666666666667,1,13,0.9230769230769231,104,756,0.8624338624338624,0.8545539427892369,47124,47124,47124,22178,0
62,6762,13104,0.4839743589743589,31,8286,0.9962587496982863,1892,12518,0.8488576449912126,323,1422,0.7728551336146273,3862,412,8.37378640776699,1886,0,0.0,5256,2991,0.7572718154463389,11,0,0.0,1988,4822,0.5877229365408544,62,49,0.26530612244897966,106,0,0.0,69,2,33.5,24,4339,0.9944687716063609,16,1931,0.9917141377524599,294,756,0.6111111111111112,139,0,0.0,83,883,0.9060022650056625,141,30,3.7,1,13,0.9230769230769231,107,766,0.860313315926893,0.8670399816527788,52324,52324,52324,23053,0
63,7014,17110,0.5900642898889539,35,8287,0.9957765174369494,1951,12518,0.8441444320178942,336,1710,0.8035087719298246,4072,425,8.581176470588236,1949,0,0.0,5500,3039,0.8098058571898652,12,0,0.0,2056,5490,0.6255009107468124,66,49,0.346938775510204,112,0,0.0,74,3,23.666666666666668,26,4426,0.9941256213285133,17,1999,0.991495747873937,297,766,0.6122715404699739,149,0,0.0,85,884,0.9038461538461539,148,30,3.9333333333333336,1,13,0.9230769230769231,111,776,0.856958762886598,0.879374185136897,57525,57525,57525,24011,0
64,7440,21115,0.6476438550793275,37,8288,0.9955357142857143,2012,12518,0.8392714491132769,347,1998,0.8263263263263263,4290,437,8.816933638443937,2060,0,0.0,5752,3088,0.8626943005181347,12,0,0.0,2155,6158,0.6500487171159468,71,49,0.44897959183673475,117,0,0.0,74,4,17.5,29,4513,0.9935741192111678,18,2067,0.9912917271407837,306,776,0.6056701030927836,154,0,0.0,86,885,0.9028248587570622,153,30,4.1,1,13,0.9230769230769231,119,786,0.8486005089058524,0.8870785173375847,62725,62725,62725,25233,0
65,7862,25120,0.6870222929936305,37,8289,0.995536252865243,2088,12518,0.8332001917239176,363,2287,0.8412767818102318,4499,450,8.997777777777777,2181,0,0.0,6035,3136,0.9244260204081634,12,0,0.0,2240,6826,0.6718429534134193,72,49,0.4693877551020409,120,0,0.0,77,5,14.4,32,4600,0.9930434782608696,19,2135,0.9911007025761124,313,786,0.6017811704834606,157,0,0.0,91,886,0.8972911963882618,161,30,4.366666666666666,1,13,0.9230769230769231,124,796,0.8442211055276382,0.8940611842298972,67926,67926,67926,26484,0
66,8318,29126,0.7144132390304195,37,8289,0.995536252865243,2170,12518,0.8266496245406615,387,2575,0.8497087378640776,4756,462,9.294372294372295,2286,0,0.0,6378,3184,1.0031407035175879,12,0,0.0,2333,7494,0.6886842807579396,74,49,0.510204081632653,126,0,0.0,83,6,12.833333333333334,37,4687,0.9921058246212929,22,2204,0.9900181488203267,324,796,0.592964824120603,162,0,0.0,93,887,0.895152198421646,166,30,4.533333333333333,1,13,0.9230769230769231,126,806,0.8436724565756824,0.9006235812159834,73126,73126,73126,27891,0
67,8808,33131,0.7341462678458242,37,8290,0.9955367913148372,2266,12518,0.8189806678383128,399,2863,0.8606356968215159,5030,475,9.589473684210526,2425,0,0.0,6731,3232,1.082611386138614,13,0,0.0,2455,8162,0.6992158784611615,78,49,0.5918367346938775,135,0,0.0,85,7,11.142857142857142,55,4774,0.988479262672811,22,2272,0.9903169014084507,333,806,0.586848635235732,168,0,0.0,100,889,0.8875140607424072,172,31,4.548387096774194,1,13,0.9230769230769231,130,816,0.8406862745098039,0.9060744561331835,78328,78328,78328,29443,0
68,9341,37136,0.7484651012494614,40,8291,0.9951754914968037,2378,12518,0.8100335516855728,420,3151,0.8667089812757854,5328,487,9.940451745379876,2554,0,0.0,7132,3281,1.1737275220969217,15,0,0.0,2585,8830,0.7072480181200453,79,49,0.6122448979591837,140,0,0.0,91,8,10.375,93,4861,0.98086813412878,22,2340,0.9905982905982906,344,816,0.5784313725490196,172,0,0.0,104,890,0.8831460674157303,179,31,4.774193548387097,1,13,0.9230769230769231,140,826,0.8305084745762712,0.9103294703572454,83528,83528,83528,31158,0
69,9858,41142,0.7603908414758641,42,8292,0.9949348769898697,2484,12518,0.8015657453267295,443,3439,0.8711834835708054,5650,534,9.58052434456929,2693,0,0.0,7511,3329,1.256233103033944,16,0,0.0,2733,9498,0.7122552116234997,86,49,0.7551020408163265,149,0,0.0,92,9,9.222222222222221,131,4948,0.9735246564268392,24,2408,0.9900332225913622,356,827,0.5695284159613059,178,0,0.0,107,891,0.8799102132435466,186,31,5.0,1,13,0.9230769230769231,146,835,0.8251497005988024,0.9136126539211158,88763,88763,88763,32886,0
70,10408,45147,0.7694641947416219,43,8293,0.9948149041360184,2621,12518,0.7906215050327529,461,3727,0.8763080225382345,6005,581,9.335628227194492,2851,0,0.0,7923,3377,1.3461652354160498,16,0,0.0,2882,10166,0.7165060003934685,90,49,0.8367346938775511,161,0,0.0,95,10,8.5,210,5035,0.958291956305859,25,2476,0.9899030694668821,372,837,0.5555555555555556,182,0,0.0,110,892,0.8766816143497758,192,31,5.193548387096774,1,13,0.9230769230769231,155,845,0.8165680473372781,0.916284562273264,93997,93997,93997,34803,0
71,10967,49153,0.7768803531829187,44,8294,0.9946949602122016,2762,12518,0.7793577248761783,490,4016,0.8779880478087649,6371,627,9.161084529505581,3017,0,0.0,8339,3425,1.4347445255474454,16,0,0.0,3034,10834,0.7199556950341517,93,49,0.8979591836734695,168,0,0.0,99,11,8.0,281,5122,0.9451386177274502,25,2545,0.9901768172888016,387,847,0.5430932703659976,189,0,0.0,114,893,0.8723404255319149,201,31,5.483870967741935,1,13,0.9230769230769231,159,855,0.8140350877192982,0.9188072516199248,99233,99233,99233,36757,0
72,11491,49153,0.7662197627815189,46,8294,0.994453822040029,2894,12518,0.768812909410449,524,4304,0.8782527881040892,6744,674,9.00593471810089,3170,0,0.0,8704,3474,1.5054691997697178,18,0,0.0,3187,10882,0.7071310420878515,96,49,0.9591836734693877,174,0,0.0,106,12,7.833333333333334,376,5208,0.9278033794162827,26,2613,0.9900497512437811,400,857,0.5332555425904317,196,0,0.0,119,894,0.8668903803131991,207,31,5.67741935483871,1,13,0.9230769230769231,163,865,0.8115606936416185,0.9169479472361054,99841,99841,99841,38642,0
73,11981,49153,0.7562508900779199,48,8295,0.9942133815551537,3056,12518,0.7558715449752357,552,4592,0.8797909407665505,7075,720,8.82638888888889,3315,0,0.0,9119,3522,1.589153889835321,18,0,0.0,3362,10931,0.692434360991675,99,49,1.020408163265306,183,0,0.0,114,13,7.76923076923077,465,5295,0.9121813031161473,27,2681,0.989929130921298,418,867,0.5178777393310265,202,0,0.0,122,895,0.8636871508379889,219,31,6.064516129032258,1,13,0.9230769230769231,174,875,0.8011428571428572,0.9150622200099552,100450,100450,100450,40550,0
74,12482,49153,0.7460582263544443,48,8296,0.9942140790742526,3193,12518,0.744927304681259,580,4880,0.8811475409836066,7455,764,8.757853403141361,3458,0,0.0,9486,3570,1.657142857142857,18,0,0.0,3513,10980,0.6800546448087432,101,49,1.0612244897959182,196,0,0.0,121,14,7.642857142857142,561,5382,0.8957636566332219,28,2749,0.9898144779919971,440,877,0.49828962371721774,211,0,0.0,123,896,0.8627232142857143,232,31,6.483870967741935,1,13,0.9230769230769231,182,885,0.7943502824858757,0.9136230048388533,101057,101057,101057,42429,0
75,12890,49153,0.7377576139808353,51,8297,0.9938531999517898,3329,12518,0.7340629493529318,619,5168,0.8802244582043344,7832,807,8.705080545229244,3591,0,0.0,9835,3618,1.718352681039248,19,0,0.0,3679,11028,0.6663946318462097,105,49,1.1428571428571428,204,0,0.0,124,15,7.2666666666666675,645,5469,0.882062534284147,31,2817,0.9889953851615193,462,887,0.47914317925591887,226,0,0.0,127,897,0.8584169453734671,240,31,6.741935483870968,2,13,0.8461538461538461,187,895,0.7910614525139665,0.9125927091735359,101662,101662,101662,44198,0
76,13255,49153,0.7303318210485626,52,8298,0.9937334297421065,3480,12518,0.7220003195398625,650,5456,0.8808651026392962,8222,850,8.672941176470589,3714,0,0.0,10167,3667,1.7725661303517861,19,0,0.0,3831,11077,0.6541482350817008,109,49,1.2244897959183674,214,0,0.0,126,16,6.875,739,5556,0.8669906407487401,31,2886,0.9892584892584892,488,897,0.4559643255295429,241,0,0.0,130,898,0.8552338530066815,250,31,7.064516129032258,2,13,0.8461538461538461,196,905,0.7834254143646409,0.9118216485772954,102270,102270,102270,45916,0
77,13641,49153,0.7224787907147072,56,8299,0.9932521990601277,3629,12518,0.7100974596580923,673,5745,0.8828546562228025,8602,893,8.632698768197088,3834,0,0.0,10474,3715,1.8193808882907132,20,0,0.0,3960,11126,0.6440769369045479,120,49,1.4489795918367347,227,0,0.0,135,17,6.9411764705882355,827,5643,0.8534467481835903,32,2954,0.989167230873392,508,907,0.4399117971334069,256,0,0.0,135,899,0.8498331479421579,262,32,7.1875,2,13,0.8461538461538461,206,915,0.7748633879781421,0.9110499815315227,102878,102878,102878,47599,0
78,13996,49153,0.7152564441641405,62,8299,0.9925292203879985,3768,12518,0.6989934494328167,702,6033,0.8836399801093984,9302,936,8.938034188034187,3957,0,0.0,10795,3763,1.8687217645495617,21,0,0.0,4112,11174,0.6320028637909433,126,49,1.5714285714285716,243,0,0.0,140,18,6.777777777777778,917,5730,0.8399650959860384,33,3022,0.9890800794176042,544,917,0.40676117775354415,271,0,0.0,140,900,0.8444444444444444,276,32,7.625,2,13,0.8461538461538461,214,925,0.7686486486486487,0.9134632109932163,103482,103482,103482,49621,0
79,14377,49153,0.707505137021138,64,8300,0.9922891566265061,3894,12518,0.6889279437609842,722,6321,0.8857775668406898,9740,979,8.948927477017365,4056,0,0.0,11065,3811,1.9034374180005247,21,0,0.0,4236,11223,0.6225608126169473,129,49,1.6326530612244898,262,0,0.0,145,19,6.631578947368421,1023,5817,0.8241361526560083,37,3090,0.9880258899676375,567,928,0.38900862068965514,286,0,0.0,145,901,0.8390677025527192,285,32,7.90625,2,13,0.8461538461538461,229,935,0.7550802139037434,0.912699708902958,104089,104089,104089,51285,0
80,14674,49153,0.7014627794844669,67,8301,0.9919286832911698,4037,12518,0.6775043936731107,752,6609,0.8862157663791799,10120,1023,8.89247311827957,4154,0,0.0,11314,3860,1.9310880829015544,21,0,0.0,4357,11272,0.6134669978708304,134,49,1.7346938775510203,274,0,0.0,148,20,6.4,1106,5904,0.8126693766937669,40,3158,0.987333755541482,603,928,0.35021551724137934,305,0,0.0,147,902,0.8370288248337029,297,32,8.28125,3,17,0.8235294117647058,242,935,0.7411764705882353,0.911836914053171,104681,104681,104681,52795,0
81,14998,49153,0.6948711167171893,70,8302,0.9915682967959528,4151,12518,0.6683975075890718,776,6897,0.8874873133246339,10444,1066,8.797373358348969,4257,0,0.0,11568,3908,1.960081883316274,22,0,0.0,4464,11321,0.6056885434148926,141,49,1.8775510204081631,294,0,0.0,154,21,6.333333333333333,1177,5991,0.8035386412952763,43,3227,0.986674930275798,633,928,0.31788793103448276,316,0,0.0,153,904,0.8307522123893805,305,32,8.53125,5,21,0.7619047619047619,255,935,0.7272727272727273,0.9109363274533832,105273,105273,105273,54226,0
82,15307,49153,0.6885846235224706,73,8303,0.9912079971094785,4274,12518,0.6585716568141875,799,7185,0.8887961029923451,10778,1109,8.718665464382326,4368,0,0.0,11804,3956,1.9838220424671387,24,0,0.0,4575,11369,0.5975899375494766,148,49,2.020408163265306,307,0,0.0,155,22,6.045454545454546,1260,6078,0.7926949654491608,45,3295,0.9863429438543247,675,928,0.2726293103448276,331,0,0.0,156,905,0.8276243093922652,324,32,9.125,6,24,0.75,264,935,0.7176470588235294,0.9099668433134015,105861,105861,105861,55673,0
83,15616,49153,0.6822981303277521,75,8304,0.9909682080924855,4391,12518,0.6492251158332002,813,7474,0.8912229060743913,11082,1152,8.619791666666666,4474,0,0.0,12041,4004,2.007242757242757,24,0,0.0,4671,11418,0.5909090909090908,158,49,2.2244897959183674,322,0,0.0,158,24,5.583333333333333,1334,6165,0.7836171938361719,49,3363,0.9854296758846268,711,928,0.2338362068965517,347,0,0.0,164,906,0.8189845474613686,343,32,9.71875,7,28,0.75,278,935,0.7026737967914438,0.9090490639061369,106453,106453,106453,57058,0
84,15915,49153,0.6762150835147397,79,8304,0.9904865125240848,4501,12518,0.6404377696117591,832,7762,0.892811131151765,11351,1195,8.498744769874477,4567,0,0.0,12236,4053,2.0189982728842835,25,0,0.0,4775,11467,0.583587686404465,165,49,2.36734693877551,333,0,0.0,166,25,5.64,1423,6251,0.7723564229723244,50,3431,0.985426989215972,747,928,0.1950431034482759,357,0,0.0,170,907,0.8125689084895259,361,32,10.28125,7,32,0.78125,292,935,0.6877005347593583,0.9071579380056426,107042,107042,107042,58352,0
85,16216,49153,0.670091347425386,83,8305,0.9900060204695966,4615,12518,0.63133088352772,859,8050,0.8932919254658385,11625,1238,8.390145395799676,4678,0,0.0,12442,4101,2.033894172153133,25,0,0.0,4885,11515,0.5757707338254451,171,49,2.489795918367347,346,0,0.0,172,26,5.615384615384615,1494,6338,0.7642789523508994,51,3499,0.9854244069734209,784,928,0.15517241379310343,377,0,0.0,180,908,0.801762114537445,383,32,10.96875,7,36,0.8055555555555556,307,935,0.6716577540106952,0.9056591502448179,107631,107631,107631,59700,0
86,16455,49153,0.6652289789026102,85,8306,0.9897664339032025,4741,12518,0.6212653778558875,877,8338,0.8948189014152075,11903,1282,8.284711388455538,4765,0,0.0,12645,4149,2.0477223427331888,26,0,0.0,5005,11564,0.5671912832929782,182,49,2.7142857142857144,364,0,0.0,181,27,5.703703703703703,1568,6425,0.755953307392996,56,3568,0.984304932735426,835,928,0.10021551724137934,397,0,0.0,195,909,0.7854785478547854,407,32,11.71875,7,39,0.8205128205128205,326,935,0.651336898395722,0.9042893311895918,108222,108222,108222,61020,0
87,16733,49153,0.6595731694911806,87,8307,0.9895269050198627,4860,12518,0.6117590669436013,890,8626,0.8968235566890795,12146,1325,8.166792452830189,4851,0,0.0,12854,4197,2.062663807481534,26,0,0.0,5105,11613,0.5604064410574356,190,49,2.877551020408163,386,0,0.0,183,28,5.535714285714286,1648,6512,0.7469287469287469,59,3636,0.9837733773377337,873,928,0.05926724137931039,412,0,0.0,201,910,0.7791208791208791,427,33,11.93939393939394,7,39,0.8205128205128205,349,935,0.6267379679144385,0.902572397503883,108809,108809,108809,62287,0
88,16995,49153,0.6542428742904807,90,8308,0.9891670678863745,4961,12518,0.6036906854130053,911,8914,0.8978012115772942,12379,1368,8.048976608187134,4935,0,0.0,13060,4246,2.075836081017428,27,0,0.0,5207,11661,0.5534688277163193,197,49,3.020408163265306,403,0,0.0,189,29,5.517241379310345,1708,6599,0.741172904985604,61,3704,0.9835313174946004,909,928,0.020474137931034475,431,0,0.0,208,911,0.7716794731064764,447,33,12.545454545454545,8,39,0.7948717948717949,364,935,0.6106951871657754,0.9012386306503953,109395,109395,109395,63490,0
89,17228,49153,0.6495025735967286,99,8308,0.9880837746750121,5070,12518,0.5949832241572136,928,9203,0.899163316309899,12598,1411,7.928419560595323,5028,0,0.0,13240,4294,2.0833721471821147,27,0,0.0,5303,11710,0.547139197267293,206,49,3.204081632653061,422,0,0.0,199,30,5.633333333333334,1742,6686,0.7394555788214179,62,3772,0.9835630965005302,954,929,0.026910656620021456,451,0,0.0,221,912,0.7576754385964912,469,33,13.212121212121213,8,39,0.7948717948717949,384,935,0.5893048128342246,0.90050190031096,109982,109982,109982,64639,0
