Day,Date,Adjumani sim,Adjumani data,Adjumani error,East_Darfur sim,East_Darfur data,East_Darfur error,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Kakuma sim,Kakuma data,Kakuma error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Meri sim,Meri data,Meri error,North_Darfur sim,North_Darfur data,North_Darfur error,Rhino sim,Rhino data,Rhino error,South_Darfur sim,South_Darfur data,South_Darfur error,South_Kordofan sim,South_Kordofan data,South_Kordofan error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Nguenyyiel sim,Nguenyyiel data,Nguenyyiel error,Okugo sim,Okugo data,Okugo error,Pugnido sim,Pugnido data,Pugnido error,Pugnido_two sim,Pugnido_two data,Pugnido_two error,Tierkidi sim,Tierkidi data,Tierkidi error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
120,2016-09-29,24286,55452.0,0.5620356344225637,269,8118.0,0.9668637595466864,8019,12518.0,0.359402460456942,1361,9779.0,0.8608242151549238,17536,2078.0,7.438883541867179,7267,0.0,0.0,18587,5790.0,2.210189982728843,96,0.0,0.0,7669,23882.0,0.6788794908299137,543,49.0,10.081632653061224,1269,61.0,19.80327868852459,522,48.0,9.875,3724,9910.0,0.6242179616548941,143,5887.0,0.9757091897401052,2853,1423.0,1.004919184820801,1265,2732.0,0.5369692532942899,626,945.0,0.3375661375661375,1229,63.0,18.50793650793651,23,45.0,0.4888888888888889,1097,7131.0,0.8461646332912635,0.8793511112938709,145911,145911,145911,98384,0
121,2016-09-30,24506,55670.0,0.559798814442249,277,8104.0,0.9658193484698914,8120,12518.0,0.351334078926346,1377,9779.0,0.8591880560384497,17596,2081.0,7.455550216242191,7340,0.0,0.0,18747,5838.0,2.21120246659815,98,0.0,0.0,7738,24299.0,0.6815506810979876,549,49.0,10.20408163265306,1315,66.0,18.924242424242426,536,48.0,10.166666666666666,3803,10035.0,0.6210264075734928,147,5955.0,0.9753148614609572,2924,1444.0,1.0249307479224377,1293,2846.0,0.5456781447645819,642,946.0,0.321353065539112,1269,64.0,18.828125,23,46.0,0.5,1120,7389.0,0.8484233319799702,0.8787038735672014,147177,147177,147177,99420,0
122,2016-10-01,24758,55884.0,0.5569751628373059,280,8132.0,0.9655681259222824,8207,12527.0,0.344855112956015,1391,10212.0,0.8637877007442225,17648,2090.0,7.44401913875598,7398,0.0,0.0,18924,5886.0,2.215086646279307,101,0.0,0.0,7829,24880.0,0.6853295819935692,557,49.0,10.36734693877551,1341,72.0,17.625,549,100.0,4.49,3871,10162.0,0.6190710490061011,152,6023.0,0.9747634069400632,2997,1464.0,1.0471311475409837,1331,2960.0,0.5503378378378379,662,947.0,0.3009503695881732,1297,66.0,18.651515151515152,24,46.0,0.4782608695652174,1139,7648.0,0.8510721757322176,0.8773969479979618,149148,149148,149148,100456,0
123,2016-10-02,25000,56098.0,0.554351313772327,284,8160.0,0.9651960784313726,8323,12536.0,0.3360721123165284,1410,10644.0,0.8675310033821871,17700,2098.0,7.436606291706386,7467,0.0,0.0,19109,5935.0,2.219713563605729,106,0.0,0.0,7907,25462.0,0.689458801351033,568,49.0,10.591836734693878,1376,79.0,16.417721518987342,562,153.0,2.673202614379085,3968,10290.0,0.6143828960155491,155,6091.0,0.9745526186176324,3072,1485.0,1.068686868686869,1370,3074.0,0.5543266102797657,678,948.0,0.2848101265822784,1327,67.0,18.80597014925373,25,46.0,0.4565217391304348,1171,7906.0,0.8518846445737415,0.8760198781109177,151121,151121,151121,101578,0
124,2016-10-03,25240,56312.0,0.5517829237107543,290,8188.0,0.9645823155837812,8418,12545.0,0.3289756875249103,1419,11077.0,0.871896722939424,17773,2107.0,7.435215946843854,7541,0.0,0.0,19297,5983.0,2.225305030920943,107,0.0,0.0,7966,26044.0,0.6941330056826909,573,49.0,10.693877551020408,1407,86.0,15.36046511627907,582,205.0,1.8390243902439023,4035,10418.0,0.612689575734306,159,6160.0,0.9741883116883115,3142,1505.0,1.0877076411960132,1406,3187.0,0.5588327580796988,691,949.0,0.2718651211801897,1369,68.0,19.13235294117647,25,46.0,0.4565217391304348,1206,8164.0,0.8522782949534542,0.8754351929872691,153093,153093,153093,102646,0
125,2016-10-04,25482,56526.0,0.549198598874854,297,8216.0,0.9638510223953262,8496,12555.0,0.3232974910394265,1438,11510.0,0.8750651607298001,17825,2115.0,7.42789598108747,7600,0.0,0.0,19452,6031.0,2.2253357652130656,112,0.0,0.0,8036,26626.0,0.6981897393525126,582,49.0,10.877551020408164,1443,93.0,14.516129032258064,591,258.0,1.2906976744186047,4118,10546.0,0.6095201972311777,163,6228.0,0.9738278741168914,3200,1526.0,1.096985583224115,1446,3301.0,0.5619509239624356,710,951.0,0.2534174553101997,1415,69.0,19.507246376811597,25,47.0,0.4680851063829787,1235,8422.0,0.8533602469722157,0.8741979376922532,155069,155069,155069,103666,0
126,2016-10-05,25740,56740.0,0.5463517800493479,300,8244.0,0.9636098981077148,8576,12564.0,0.3174148360394778,1449,11943.0,0.8786737000753579,17853,2124.0,7.405367231638419,7676,0.0,0.0,19661,6079.0,2.234249054120744,114,0.0,0.0,8120,27207.0,0.7015473958907634,594,49.0,11.122448979591836,1467,100.0,13.67,598,310.0,0.929032258064516,4203,10674.0,0.606239460370995,169,6296.0,0.9731575603557816,3265,1546.0,1.1119016817593792,1492,3415.0,0.563103953147877,729,952.0,0.2342436974789915,1450,71.0,19.422535211267604,26,47.0,0.4468085106382978,1266,8680.0,0.8541474654377881,0.8729631115441191,157041,157041,157041,104748,0
127,2016-10-06,25964,56954.0,0.5441233275977104,308,8272.0,0.9627659574468084,8660,12573.0,0.31122246082876,1464,12376.0,0.8817065287653523,17881,2133.0,7.383028598218472,7748,0.0,0.0,19860,6128.0,2.2408616187989554,119,0.0,0.0,8202,27789.0,0.7048472417143474,603,49.0,11.306122448979592,1499,107.0,13.009345794392525,608,363.0,0.6749311294765841,4282,10801.0,0.6035552263679289,172,6364.0,0.972972972972973,3328,1567.0,1.123803446075303,1527,3529.0,0.5672995182771323,745,953.0,0.2182581322140608,1503,72.0,19.875,26,47.0,0.4468085106382978,1303,8939.0,0.8542342543908714,0.8720757659606581,159016,159016,159016,105802,0
128,2016-10-07,26190,57168.0,0.5418765743073048,313,8300.0,0.962289156626506,8752,12582.0,0.3044031155619138,1479,12808.0,0.884525296689569,17897,2141.0,7.359177954226997,7829,0.0,0.0,20048,6176.0,2.2461139896373057,122,0.0,0.0,8287,28371.0,0.7079059603115858,620,49.0,11.653061224489797,1536,114.0,12.473684210526317,628,415.0,0.5132530120481928,4360,10929.0,0.601061396285113,178,6432.0,0.972325870646766,3407,1587.0,1.146817895400126,1569,3643.0,0.569311007411474,761,954.0,0.2023060796645702,1539,73.0,20.08219178082192,26,48.0,0.4583333333333333,1333,9197.0,0.855061433076003,0.8712194152322859,160987,160987,160987,106874,0
129,2016-10-08,26435,57382.0,0.5393154647798961,320,8328.0,0.9615754082612872,8838,12592.0,0.298125794155019,1491,13241.0,0.8873952118420059,17906,2150.0,7.328372093023256,7911,0.0,0.0,20234,6224.0,2.250964010282776,124,0.0,0.0,8360,28953.0,0.7112561737989155,631,49.0,11.877551020408164,1577,120.0,12.141666666666667,642,468.0,0.3717948717948718,4448,11057.0,0.5977209007868318,181,6501.0,0.9721581295185356,3491,1608.0,1.1710199004975124,1605,3757.0,0.5727974447697631,778,955.0,0.1853403141361256,1583,74.0,20.39189189189189,27,48.0,0.4375,1371,9455.0,0.8549973558963512,0.8702703697794578,162962,162962,162962,107953,0
130,2016-10-09,26690,57596.0,0.5365997638724911,329,8356.0,0.9606270943034944,8939,12601.0,0.2906118562018888,1506,13674.0,0.8898639754278193,17917,2159.0,7.298749421028253,7994,0.0,0.0,20415,6272.0,2.2549426020408165,126,0.0,0.0,8452,29535.0,0.7138310479092602,641,49.0,12.081632653061224,1606,127.0,11.645669291338583,655,520.0,0.2596153846153846,4576,11185.0,0.5908806437192669,185,6569.0,0.9718374181762826,3577,1628.0,1.1971744471744472,1647,3871.0,0.5745285455954534,801,956.0,0.1621338912133891,1637,75.0,20.826666666666668,29,48.0,0.3958333333333333,1413,9713.0,0.8545248635848862,0.8686808056555956,164934,164934,164934,109135,0
131,2016-10-10,26963,57810.0,0.5335928040131466,332,8384.0,0.9604007633587788,9030,12610.0,0.2839016653449643,1518,14107.0,0.892393847026299,17931,2167.0,7.274573142593447,8095,0.0,0.0,20604,6321.0,2.259610821072615,127,0.0,0.0,8544,30116.0,0.7162969849913667,649,49.0,12.244897959183673,1642,134.0,11.25373134328358,676,573.0,0.1797556719022688,4683,11313.0,0.5860514452399894,192,6637.0,0.9710712671387676,3682,1649.0,1.2328684050939964,1676,3984.0,0.5793172690763052,822,957.0,0.1410658307210031,1666,77.0,20.63636363636364,31,48.0,0.3541666666666666,1450,9971.0,0.8545782770033096,0.8675370116292307,166907,166907,166907,110313,0
132,2016-10-11,27250,58025.0,0.5303748384317104,338,8413.0,0.9598240817782004,9130,12619.0,0.2764878358031539,1528,14539.0,0.8949033633674943,17941,2176.0,7.244944852941176,8177,0.0,0.0,20789,6369.0,2.264091694143508,127,0.0,0.0,8630,30698.0,0.718874193758551,658,49.0,12.428571428571429,1680,141.0,10.914893617021276,688,626.0,0.0990415335463259,4800,11440.0,0.5804195804195804,196,6705.0,0.9707680835197614,3749,1669.0,1.2462552426602755,1709,4098.0,0.5829673011224987,840,958.0,0.1231732776617954,1699,78.0,20.78205128205128,33,49.0,0.326530612244898,1482,10230.0,0.8551319648093841,0.865918215085089,168882,168882,168882,111444,0
133,2016-10-12,27495,58239.0,0.5278936794931232,340,8441.0,0.9597204122734272,9231,12629.0,0.2690632670836962,1543,14972.0,0.8969409564520439,17950,2184.0,7.218864468864469,8263,0.0,0.0,20996,6417.0,2.271933925510363,133,0.0,0.0,8716,31280.0,0.7213554987212276,666,49.0,12.591836734693878,1714,148.0,10.58108108108108,701,678.0,0.0339233038348083,4903,11568.0,0.5761583679114799,201,6773.0,0.9703233426841872,3802,1690.0,1.2497041420118342,1754,4212.0,0.5835707502374169,854,959.0,0.1094890510948904,1730,79.0,20.89873417721519,35,49.0,0.2857142857142857,1523,10488.0,0.8547864225781846,0.8646220479353838,170855,170855,170855,112550,0
134,2016-10-13,27741,58453.0,0.5254135801413101,347,8469.0,0.9590270397921832,9325,12638.0,0.2621459091628422,1571,15405.0,0.898020123336579,17953,2193.0,7.186502507979936,8360,0.0,0.0,21199,6465.0,2.2790409899458623,134,0.0,0.0,8814,31862.0,0.7233695311028812,676,49.0,12.79591836734694,1757,155.0,10.335483870967742,713,731.0,0.0246238030095758,4989,11696.0,0.5734439124487004,208,6842.0,0.9695995323004968,3854,1710.0,1.2538011695906437,1793,4326.0,0.5855293573740176,877,960.0,0.0864583333333333,1761,80.0,21.0125,37,49.0,0.2448979591836735,1559,10746.0,0.8549227619579378,0.8635414195534314,172829,172829,172829,113668,0
135,2016-10-14,27981,58667.0,0.5230538462849643,352,8497.0,0.9585736142167824,9412,12647.0,0.2557918874041275,1598,15838.0,0.8991034221492613,17950,2202.0,7.151680290644869,8448,0.0,0.0,21361,6514.0,2.279244703715076,133,0.0,0.0,8906,32443.0,0.7254877785654841,692,49.0,13.122448979591836,1816,162.0,10.209876543209877,722,783.0,0.0779054916985951,5086,11824.0,0.5698579161028416,216,6910.0,0.968740955137482,3880,1731.0,1.241478913922588,1846,4440.0,0.5842342342342342,899,961.0,0.0645161290322581,1792,82.0,20.853658536585368,39,49.0,0.2040816326530612,1593,11004.0,0.8552344601962922,0.8623707831101297,174803,174803,174803,114722,0
136,2016-10-15,28256,58881.0,0.5201168458416128,358,8525.0,0.9580058651026392,9528,12656.0,0.2471554993678887,1618,16271.0,0.9005592772417184,17948,2210.0,7.121266968325791,8528,0.0,0.0,21553,6562.0,2.28451691557452,137,0.0,0.0,9014,33025.0,0.7270552611657835,708,49.0,13.448979591836734,1877,169.0,10.106508875739644,742,836.0,0.1124401913875597,5188,11952.0,0.5659303882195448,222,6978.0,0.9681857265692176,3902,1751.0,1.2284408909194746,1893,4554.0,0.5843214756258235,917,962.0,0.0467775467775467,1812,83.0,20.83132530120482,40,50.0,0.1999999999999999,1631,11262.0,0.8551767004084532,0.8608974068878128,176776,176776,176776,115872,0
137,2016-10-16,28553,59095.0,0.5168288349268128,363,8553.0,0.957558751315328,9640,12666.0,0.2389073109111006,1629,16703.0,0.9024726097108304,17960,2219.0,7.093735917079766,8609,0.0,0.0,21712,6610.0,2.2847201210287444,141,0.0,0.0,9102,33607.0,0.7291635671139941,727,49.0,13.83673469387755,1950,175.0,10.142857142857142,756,888.0,0.1486486486486486,5259,12079.0,0.5646162761818032,225,7046.0,0.9680669883621912,3925,1772.0,1.2150112866817158,1947,4668.0,0.5829048843187661,939,963.0,0.0249221183800623,1835,84.0,20.84523809523809,40,50.0,0.1999999999999999,1671,11520.0,0.8549479166666667,0.859673169339905,178747,178747,178747,116983,0
138,2016-10-17,28789,59309.0,0.5145930634473689,369,8581.0,0.9569980188789186,9747,12675.0,0.2310059171597632,1650,17136.0,0.9037114845938377,17960,2227.0,7.064660978895375,8681,0.0,0.0,21893,6658.0,2.2882246920997296,143,0.0,0.0,9197,34189.0,0.73099534938138,746,49.0,14.224489795918368,2011,182.0,10.04945054945055,765,941.0,0.1870350690754516,5362,12207.0,0.5607438355042189,232,7114.0,0.9673882485240372,3946,1792.0,1.2020089285714284,2014,4781.0,0.5787492156452625,956,964.0,0.0082987551867219,1849,85.0,20.75294117647059,44,50.0,0.12,1735,11779.0,0.8527039646829102,0.8582495476402592,180719,180719,180719,118089,0
139,2016-10-18,29051,59523.0,0.5119365623372478,378,8609.0,0.956092461377628,9861,12684.0,0.2225638599810785,1665,17569.0,0.905230804257499,17967,2236.0,7.035330948121645,8768,0.0,0.0,22049,6707.0,2.2874608617861933,147,0.0,0.0,9293,34771.0,0.7327370509907682,752,49.0,14.346938775510203,2082,189.0,10.015873015873016,773,993.0,0.2215508559919435,5486,12335.0,0.5552492906364005,244,7183.0,0.9660309063065572,3963,1813.0,1.1858797573083288,2078,4895.0,0.575485188968335,980,966.0,0.0144927536231884,1863,87.0,20.41379310344828,46,50.0,0.0799999999999999,1786,12037.0,0.8516241588435657,0.8566799492052372,182696,182696,182696,119232,0
140,2016-10-19,29322,59737.0,0.509148433968897,385,8637.0,0.9554243371541044,9982,12693.0,0.2135822894508784,1692,18002.0,0.9060104432840796,17970,2245.0,7.00445434298441,8853,0.0,0.0,22172,6755.0,2.282309400444116,147,0.0,0.0,9398,35352.0,0.7341593120615524,764,49.0,14.591836734693878,2141,196.0,9.923469387755102,784,1046.0,0.2504780114722753,5591,12463.0,0.5513921206772046,258,7251.0,0.9644187008688456,3970,1833.0,1.165848336061102,2138,5009.0,0.5731682970652825,1014,967.0,0.0486039296794209,1872,88.0,20.272727272727277,49,51.0,0.0392156862745097,1847,12295.0,0.8497763318422122,0.8548267440664107,184669,184669,184669,120349,0
141,2016-10-20,29631,59951.0,0.505746359526947,391,8665.0,0.9548759376803232,10121,12703.0,0.2032590726600015,1718,18435.0,0.9068077027393544,17980,2253.0,6.980470483799379,8940,0.0,0.0,22311,6803.0,2.2795825371159784,147,0.0,0.0,9495,35934.0,0.7357655702120554,776,49.0,14.83673469387755,2220,203.0,9.935960591133004,809,1098.0,0.2632058287795993,5704,12591.0,0.5469780001588436,268,7319.0,0.9633829758163684,3979,1854.0,1.1461704422869472,2220,5123.0,0.5666601600624634,1046,968.0,0.0805785123966942,1879,89.0,20.1123595505618,50,51.0,0.0196078431372549,1916,12553.0,0.8473671632279136,0.8527501848458546,186642,186642,186642,121601,0
142,2016-10-21,29920,60165.0,0.5027009058422671,396,8694.0,0.9544513457556936,10235,12712.0,0.1948552548772812,1739,18867.0,0.9078284835956962,17979,2262.0,6.948275862068965,9034,0.0,0.0,22444,6851.0,2.276018099547511,150,0.0,0.0,9573,36516.0,0.7378409464344398,790,49.0,15.122448979591836,2284,210.0,9.876190476190477,815,1151.0,0.2919200695047784,5833,12718.0,0.5413587041987734,283,7387.0,0.9616894544470016,3985,1874.0,1.1264674493062965,2301,5237.0,0.5606263127744893,1070,969.0,0.1042311661506707,1882,90.0,19.91111111111111,51,51.0,0.0,1988,12811.0,0.8448208570759503,0.8508806345234182,188614,188614,188614,122752,0
143,2016-10-22,30221,60380.0,0.4994865849619079,402,8722.0,0.95390965374914,10347,12721.0,0.1866205486990017,1770,19300.0,0.9082901554404144,17978,2271.0,6.9163364156759135,9123,0.0,0.0,22551,6900.0,2.2682608695652173,152,0.0,0.0,9672,37098.0,0.7392851366650492,805,49.0,15.428571428571429,2344,217.0,9.80184331797235,835,1204.0,0.3064784053156146,5952,12846.0,0.5366651097617936,289,7455.0,0.961234071093226,3992,1895.0,1.1065963060686017,2390,5351.0,0.5533545131751074,1098,970.0,0.1319587628865979,1887,92.0,19.51086956521739,53,51.0,0.0392156862745098,2058,13070.0,0.842540168324407,0.8486662609133647,190592,190592,190592,123919,0
144,2016-10-23,30508,60594.0,0.4965178070436017,409,8750.0,0.9532571428571428,10471,12730.0,0.1774548311076198,1793,19733.0,0.9091369786651802,17968,2279.0,6.884159719175077,9221,0.0,0.0,22649,6948.0,2.2597869890616,159,0.0,0.0,9775,37679.0,0.7405716712226971,820,49.0,15.73469387755102,2403,224.0,9.727678571428571,859,1256.0,0.3160828025477706,6057,12974.0,0.533143209495915,304,7524.0,0.9595959595959596,3996,1915.0,1.0866840731070495,2480,5465.0,0.5462031107044831,1145,971.0,0.1791967044284244,1892,93.0,19.344086021505376,54,52.0,0.0384615384615385,2136,13328.0,0.8397358943577431,0.8465601046924659,192564,192564,192564,125099,0
145,2016-10-24,30806,60808.0,0.4933890277595053,415,8778.0,0.9527227158806106,10601,12740.0,0.1678963893249607,1816,20166.0,0.9099474362788852,17969,2288.0,6.853583916083916,9304,0.0,0.0,22746,6996.0,2.251286449399657,161,0.0,0.0,9884,38261.0,0.7416690624918324,829,49.0,15.918367346938776,2485,230.0,9.804347826086955,877,1309.0,0.3300229182582124,6181,13102.0,0.5282399633643718,313,7592.0,0.95877239199157,3993,1936.0,1.0625,2587,5578.0,0.5362136966654715,1179,972.0,0.212962962962963,1894,94.0,19.148936170212767,56,52.0,0.0769230769230768,2223,13586.0,0.8363756808479317,0.8441376190647537,194537,194537,194537,126319,0
146,2016-10-25,31079,61022.0,0.4906918816164661,426,8806.0,0.9516238928003634,10708,12749.0,0.1600909875284336,1844,20598.0,0.9104767453150792,17977,2296.0,6.829703832752613,9394,0.0,0.0,22813,7044.0,2.238642816581488,165,0.0,0.0,9965,38843.0,0.7434544190716474,839,49.0,16.122448979591837,2554,237.0,9.776371308016875,890,1361.0,0.3460690668626011,6310,13230.0,0.5230536659108087,321,7660.0,0.958093994778068,3990,1956.0,1.039877300613497,2688,5692.0,0.5277582572030921,1222,973.0,0.2559095580678314,1894,95.0,18.93684210526316,59,52.0,0.1346153846153845,2283,13844.0,0.8350910141577579,0.842188827878905,196507,196507,196507,127421,0
147,2016-10-26,31352,61236.0,0.4880135867790188,438,8834.0,0.9504188363142404,10853,12758.0,0.1493180749333751,1872,21031.0,0.9109885407255957,17980,2305.0,6.800433839479393,9491,0.0,0.0,22869,7093.0,2.2241646693923585,169,0.0,0.0,10056,39425.0,0.7449334178820546,852,49.0,16.387755102040817,2608,244.0,9.688524590163937,906,1414.0,0.3592644978783592,6432,13357.0,0.5184547428314741,336,7728.0,0.9565217391304348,3990,1977.0,1.0182094081942337,2788,5806.0,0.519807096107475,1263,974.0,0.2967145790554415,1896,97.0,18.54639175257732,61,52.0,0.1730769230769231,2350,14102.0,0.8333569706424621,0.8398544956217693,198482,198482,198482,128562,0
148,2016-10-27,31644,61450.0,0.4850447518307567,447,8862.0,0.9495599187542316,11000,12767.0,0.1384036970314091,1905,21464.0,0.9112467387253076,17971,2314.0,6.766205704407952,9611,0.0,0.0,22911,7141.0,2.2083741772860943,171,0.0,0.0,10161,40007.0,0.7460194465968455,865,49.0,16.653061224489797,2688,251.0,9.709163346613543,921,1466.0,0.3717598908594816,6546,13485.0,0.514571746384872,345,7796.0,0.9557465366854796,3990,1997.0,0.99799699549324,2878,5920.0,0.5138513513513514,1292,975.0,0.3251282051282051,1897,98.0,18.357142857142858,62,53.0,0.1698113207547169,2442,14361.0,0.8299561311886359,0.8374356467254659,200456,200456,200456,129747,0
149,2016-10-28,31984,61664.0,0.481318111053451,453,8890.0,0.9490438695163104,11149,12777.0,0.1274164514361744,1943,21897.0,0.911266383522857,17964,2322.0,6.736434108527132,9710,0.0,0.0,22939,7189.0,2.190847127555988,172,0.0,0.0,10272,40588.0,0.7469202720015768,885,49.0,17.06122448979592,2757,258.0,9.686046511627907,944,1519.0,0.3785385121790652,6719,13613.0,0.5064276794240798,356,7865.0,0.9547361729179912,3993,2018.0,0.9786917740336968,2985,6034.0,0.5053032814053695,1332,976.0,0.3647540983606556,1896,99.0,18.151515151515152,63,53.0,0.1886792452830188,2527,14619.0,0.8271427594226691,0.8342686360717285,202430,202430,202430,131043,0
150,2016-10-29,32274,61878.0,0.4784252884708619,462,8918.0,0.9481946624803768,11289,12786.0,0.1170811825434068,1988,22330.0,0.9109717868338558,17971,2331.0,6.70956670956671,9810,0.0,0.0,22964,7237.0,2.1731380406245684,175,0.0,0.0,10391,41170.0,0.7476074811756133,897,49.0,17.306122448979593,2838,265.0,9.709433962264152,960,1571.0,0.388924252068746,6928,13741.0,0.4958154428353104,379,7933.0,0.952224883398462,3996,2038.0,0.9607458292443573,3090,6148.0,0.4973975276512686,1366,977.0,0.3981576253838281,1897,100.0,17.97,65,53.0,0.2264150943396226,2599,14877.0,0.8253007998924514,0.8313079128384262,204402,204402,204402,132339,0
151,2016-10-30,32598,62092.0,0.475004831540295,470,8946.0,0.947462553096356,11481,12795.0,0.1026963657678781,2029,22762.0,0.9108602056058342,17972,2339.0,6.683625480974776,9907,0.0,0.0,22993,7286.0,2.1557782047762832,179,0.0,0.0,10521,41752.0,0.7480120712780226,915,49.0,17.6734693877551,2909,272.0,9.694852941176473,979,1624.0,0.3971674876847291,7109,13869.0,0.4874179825510131,396,8001.0,0.9505061867266592,3998,2059.0,0.941719281204468,3174,6262.0,0.4931331842861706,1414,978.0,0.4458077709611452,1893,101.0,17.742574257425744,69,53.0,0.3018867924528301,2686,15135.0,0.8225305583085563,0.8281380981223501,206375,206375,206375,133692,0
152,2016-10-31,32908,62306.0,0.4718325682919783,491,8975.0,0.9452924791086352,11638,12805.0,0.0911362748926201,2071,23195.0,0.910713515843932,17981,2348.0,6.658006814310051,10006,0.0,0.0,23015,7334.0,2.138123806926643,183,0.0,0.0,10634,42334.0,0.748807105399915,928,49.0,17.93877551020408,3008,279.0,9.78136200716846,994,1677.0,0.4072748956469887,7293,13997.0,0.4789597770950918,416,8069.0,0.94844466476639,3999,2079.0,0.9235209235209236,3296,6262.0,0.4736505908655382,1451,979.0,0.4821246169560775,1895,103.0,17.398058252427184,70,54.0,0.2962962962962963,2768,15393.0,0.8201780029883714,0.8250895609831058,208238,208238,208238,135045,0
153,2016-11-01,33200,62521.0,0.4689784232497881,500,9029.0,0.9446228818252298,11792,12807.0,0.079253533224018,2107,23329.0,0.9096832268849928,17983,2357.0,6.629613915994908,10090,0.0,0.0,23028,7382.0,2.1194798157680848,183,178.0,0.0280898876404493,10755,42916.0,0.7493941653462578,942,49.0,18.22448979591837,3081,279.0,10.043010752688172,1015,1677.0,0.3947525342874179,7497,14077.0,0.4674291397314769,436,8138.0,0.946424182845908,3995,2100.0,0.9023809523809524,3399,6262.0,0.4572021718300862,1503,981.0,0.5321100917431192,1895,104.0,17.221153846153847,74,54.0,0.3703703703703704,2880,15652.0,0.8159979555328393,0.820026489813809,209892,209892,209892,136355,0
154,2016-11-02,33493,62715.0,0.4659491349756837,510,9083.0,0.9438511505009358,11957,12810.0,0.0665886026541764,2148,23462.0,0.9084477026681442,17978,2365.0,6.60169133192389,10181,0.0,0.0,23029,7430.0,2.0994616419919248,188,357.0,0.4733893557422969,10862,43112.0,0.7480515865652255,954,49.0,18.46938775510204,3148,280.0,10.242857142857142,1029,1677.0,0.3864042933810375,7680,14157.0,0.457512184784912,450,8138.0,0.9447038584418777,3994,2101.0,0.9009995240361732,3515,6569.0,0.4649109453493683,1556,997.0,0.5606820461384152,1897,113.0,15.787610619469028,76,54.0,0.4074074074074074,2971,15652.0,0.8101840020444672,0.8163707068458372,211121,211121,211121,137616,0
155,2016-11-03,33802,62910.0,0.462692735654109,517,9137.0,0.9434168764364672,12120,12813.0,0.054085694216811,2195,23596.0,0.906975758603153,17977,2374.0,6.572451558550969,10293,0.0,0.0,23021,7479.0,2.0780853055221287,195,536.0,0.6361940298507462,10995,43309.0,0.7461266711307118,971,49.0,18.816326530612244,3230,280.0,10.535714285714286,1046,1677.0,0.3762671437090041,7856,14237.0,0.448198356395308,465,8138.0,0.9428606537232735,3994,2102.0,0.9000951474785919,3651,6877.0,0.4690998982114294,1598,1013.0,0.577492596248766,1900,121.0,14.702479338842975,77,54.0,0.4259259259259258,3080,15652.0,0.8032200357781754,0.8125535662149053,212354,212354,212354,138983,0
156,2016-11-04,34103,63104.0,0.4595746703853955,528,9191.0,0.9425524970079424,12303,12815.0,0.0399531798673429,2260,23729.0,0.9047578911879978,17968,2383.0,6.540075535039866,10393,0.0,0.0,23028,7527.0,2.059386209645277,196,715.0,0.7258741258741259,11130,43505.0,0.7441673370876911,987,49.0,19.142857142857142,3301,281.0,10.747330960854091,1063,1677.0,0.3661299940369708,8043,14317.0,0.4382202975483691,477,8138.0,0.9413860899483902,3996,2103.0,0.9001426533523538,3761,7185.0,0.4765483646485734,1657,1029.0,0.6103012633624878,1898,130.0,13.6,81,54.0,0.5,3152,15652.0,0.7986199846664963,0.8088854970409769,213584,213584,213584,140325,0
157,2016-11-05,34381,63299.0,0.4568476595206875,544,9245.0,0.941157382368848,12453,12818.0,0.0284755812139179,2320,23863.0,0.9027783598038804,17970,2391.0,6.515683814303639,10470,0.0,0.0,23037,7575.0,2.041188118811881,200,894.0,0.7762863534675615,11259,43702.0,0.7423687703079951,1005,49.0,19.51020408163265,3376,282.0,10.97163120567376,1075,1677.0,0.3589743589743589,8197,14397.0,0.4306452733208307,495,8138.0,0.9391742442860652,3998,2104.0,0.900190114068441,3872,7492.0,0.4831820608649225,1709,1046.0,0.6338432122370936,1898,139.0,12.654676258992806,83,54.0,0.537037037037037,3254,15652.0,0.7921032455916177,0.805490254495687,214817,214817,214817,141596,0
158,2016-11-06,34678,63493.0,0.4538295560140488,557,9299.0,0.9401010861382944,12606,12821.0,0.0167693627642149,2369,23996.0,0.9012752125354224,17972,2400.0,6.488333333333333,10573,0.0,0.0,23027,7623.0,2.0207267479994755,200,1073.0,0.8136067101584343,11382,43898.0,0.7407171169529363,1024,49.0,19.897959183673468,3448,282.0,11.22695035460993,1093,1677.0,0.3482409063804412,8366,14477.0,0.4221178420943565,505,8138.0,0.9379454411403292,3998,2105.0,0.8992874109263658,3996,7800.0,0.4876923076923076,1762,1062.0,0.6591337099811676,1900,147.0,11.92517006802721,83,54.0,0.537037037037037,3338,15652.0,0.7867365192946588,0.8021393592105385,216046,216046,216046,142877,0
