Day,Date,Adjumani sim,Adjumani data,Adjumani error,East_Darfur sim,East_Darfur data,East_Darfur error,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Kakuma sim,Kakuma data,Kakuma error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Meri sim,Meri data,Meri error,North_Darfur sim,North_Darfur data,North_Darfur error,Rhino sim,Rhino data,Rhino error,South_Darfur sim,South_Darfur data,South_Darfur error,South_Kordofan sim,South_Kordofan data,South_Kordofan error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Nguenyyiel sim,Nguenyyiel data,Nguenyyiel error,Okugo sim,Okugo data,Okugo error,Pugnido sim,Pugnido data,Pugnido error,Pugnido_two sim,Pugnido_two data,Pugnido_two error,Tierkidi sim,Tierkidi data,Tierkidi error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
334,2017-05-01,84240,89421.0,0.0579394102056564,6163,54020.0,0.8859126249537208,14989,12939.0,0.1584357369193909,16130,40367.0,0.6004161815344217,17965,9447.0,0.9016619032497089,14957,0.0,0.0,23058,20490.0,0.125329428989751,1796,15428.0,0.8835882810474462,40355,65009.0,0.3792397975664908,10133,6235.0,0.6251804330392943,31804,26232.0,0.2124123208295212,11239,12975.0,0.133795761078998,35477,55423.0,0.3598866896414846,9578,9194.0,0.041766369371329,4002,3256.0,0.229115479115479,52226,54186.0,0.0361717048684161,4201,3922.0,0.0711371749107598,1901,983.0,0.933875890132248,319,257.0,0.2412451361867704,16461,16014.0,0.0279130760584489,0.3622483350074022,495798,495798,495798,396994,0
335,2017-05-02,84499,89459.0,0.0554443935210543,6213,54234.0,0.8854408673525832,14996,12993.0,0.154159932271223,16218,40365.0,0.598216276477146,17973,9508.0,0.8903029028186791,14960,45.0,331.44444444444446,23055,20539.0,0.1224986610837917,1819,15568.0,0.8831577595066804,40515,65054.0,0.377209702708519,10230,6503.0,0.5731200984161156,32047,26437.0,0.2122025948481294,11349,12995.0,0.1266641015775298,35625,55979.0,0.363600635952768,9653,9200.0,0.0492391304347825,4000,3282.0,0.2187690432663009,52463,54196.0,0.0319765296331833,4203,3938.0,0.0672930421533772,1900,995.0,0.9095477386934674,319,257.0,0.2412451361867704,16460,16014.0,0.0278506306981392,0.3602251784203344,497561,497561,497561,398497,0
336,2017-05-03,84737,89498.0,0.0531967194797649,6265,54448.0,0.8849360858066412,14995,13047.0,0.1493063539510999,16298,40363.0,0.5962143547308179,17968,9569.0,0.8777301703417284,14960,90.0,165.22222222222223,23057,20587.0,0.1199786272890659,1838,15708.0,0.8829895594601477,40697,65099.0,0.3748444676569532,10311,6771.0,0.5228178998670803,32235,26642.0,0.2099316868102996,11453,13015.0,0.1200153668843642,35745,56536.0,0.3677479835856799,9738,9206.0,0.057788398870302,4000,3308.0,0.2091898428053205,52706,54206.0,0.0276722134081097,4205,3954.0,0.0634800202326757,1902,1007.0,0.8887785501489573,319,257.0,0.2412451361867704,16466,16015.0,0.0281610989697158,0.3581567953601455,499326,499326,499326,399895,0
337,2017-05-04,84965,89537.0,0.0510626891676067,6323,54662.0,0.8843254912004683,14993,13102.0,0.1443291100595329,16380,40361.0,0.594162681796784,17963,9629.0,0.8655104372208953,14958,135.0,109.8,23056,20636.0,0.1172707889125799,1856,15847.0,0.8828800403861929,40879,65144.0,0.3724825003070121,10387,7038.0,0.4758454106280192,32424,26847.0,0.207732707565091,11553,13036.0,0.1137618901503528,35899,57092.0,0.3712078750087578,9800,9213.0,0.0637143167263649,4000,3334.0,0.1997600479904018,52936,54216.0,0.0236092666371551,4204,3971.0,0.0586753966255351,1900,1019.0,0.8645731108930323,320,258.0,0.2403100775193798,16462,16015.0,0.0279113331251952,0.3559705602963128,501092,501092,501092,401258,0
338,2017-05-05,85177,89576.0,0.0491091363758149,6377,54876.0,0.88379255047744,14987,13156.0,0.1391760413499543,16476,40359.0,0.5917639188285141,17966,9690.0,0.8540763673890608,14951,180.0,82.06111111111112,23053,20685.0,0.1144790911288373,1872,15987.0,0.8829048601989116,41066,65189.0,0.3700470938348494,10485,7306.0,0.4351218176840952,32599,27052.0,0.2050495342303711,11654,13056.0,0.1073835784313725,36084,57649.0,0.374074138319832,9846,9219.0,0.068011714936544,4000,3360.0,0.1904761904761904,53114,54226.0,0.0205067679710839,4202,3987.0,0.0539252570855279,1900,1031.0,0.8428709990300678,320,258.0,0.2403100775193798,16459,16016.0,0.0276598401598402,0.3538295105178798,502858,502858,502858,402588,0
339,2017-05-06,85400,89615.0,0.0470345366289125,6445,55090.0,0.8830096206208023,14997,13210.0,0.1352763058289174,16560,40357.0,0.589662264291201,17966,9751.0,0.8424776945954262,14954,225.0,65.46222222222222,23052,20733.0,0.1118506728403994,1898,16127.0,0.8823091709555404,41244,65234.0,0.3677530122328847,10585,7574.0,0.3975442302614207,32752,27257.0,0.2015995890963788,11759,13076.0,0.1007188742734781,36228,58205.0,0.3775792457692638,9884,9225.0,0.0714363143631435,4004,3386.0,0.1825162433549911,53304,54236.0,0.0171841581237554,4203,4003.0,0.0499625281039219,1900,1043.0,0.8216682646212847,320,258.0,0.2403100775193798,16466,16016.0,0.0280969030969031,0.3517570612400197,504621,504621,504621,403921,0
340,2017-05-07,85629,89654.0,0.0448948178553104,6517,55304.0,0.8821604223925936,14996,13265.0,0.1304937806257067,16639,40355.0,0.5876843018213356,17968,9812.0,0.8312270688952303,14952,270.0,54.37777777777778,23053,20782.0,0.1092772591665864,1918,16266.0,0.8820853313660396,41420,65280.0,0.3655024509803921,10675,7842.0,0.3612598826829891,32918,27463.0,0.1986308851909841,11875,13097.0,0.0933038100328319,36378,58761.0,0.3809159136161739,9918,9231.0,0.0744231394215144,4001,3412.0,0.1726260257913248,53479,54246.0,0.0141392913763226,4205,4019.0,0.0462801691963175,1902,1055.0,0.8028436018957346,320,258.0,0.2403100775193798,16470,16016.0,0.0283466533466534,0.3496548101455801,506388,506388,506388,405233,0
341,2017-05-08,85879,89693.0,0.0425228278683955,6579,55518.0,0.8814978925753809,14999,13319.0,0.1261355957654477,16734,40353.0,0.5853096424057691,17967,9964.0,0.803191489361702,14952,315.0,46.46666666666667,23060,20830.0,0.1070571291406625,1931,16406.0,0.8822991588443252,41610,65325.0,0.3630309988518944,10791,8109.0,0.3307436182019978,33064,27668.0,0.1950267456990024,11978,13117.0,0.0868338796981017,36525,59318.0,0.3842509862099194,9947,9238.0,0.0767482138991124,4000,3438.0,0.1634671320535194,53631,54256.0,0.0115194632851666,4203,4036.0,0.0413776015857283,1902,1067.0,0.7825679475164011,320,259.0,0.2355212355212355,16473,16017.0,0.0284697508896796,0.3473455767482675,508246,508246,508246,406545,0
342,2017-05-09,86109,89732.0,0.0403757856728925,6638,55732.0,0.8808942797674586,14999,13373.0,0.1215882748822254,16820,40351.0,0.5831577903893336,17962,10116.0,0.7756030051403717,14939,360.0,40.49722222222222,23054,20879.0,0.1041716557306384,1946,16546.0,0.8823884926870542,41787,65370.0,0.3607618173474071,10878,8377.0,0.2985555688193864,33183,27873.0,0.190506942202131,12095,13137.0,0.0793179569155819,36673,59874.0,0.3874970771954438,9960,9244.0,0.0774556469061011,4005,3464.0,0.1561778290993072,53739,54266.0,0.0097114215162348,4202,4052.0,0.0370187561697927,1900,1079.0,0.7608897126969416,320,259.0,0.2355212355212355,16478,16017.0,0.0287819192108385,0.3450061850496274,510101,510101,510101,407687,0
343,2017-05-10,86304,89771.0,0.0386204899132236,6708,55946.0,0.8800986665713366,15001,13427.0,0.1172264839502494,16911,40349.0,0.5808818062405512,17955,10269.0,0.7484662576687116,14942,405.0,35.89382716049383,23051,20927.0,0.1014956754432072,1960,16685.0,0.8825292178603537,41958,65415.0,0.3585874799357945,10985,8645.0,0.2706766917293233,33295,28078.0,0.1858038321817794,12202,13158.0,0.0726554187566499,36820,60431.0,0.3907100660257152,9967,9250.0,0.0775135135135134,4003,3490.0,0.1469914040114612,53832,54276.0,0.0081804112314834,4200,4068.0,0.0324483775811208,1900,1091.0,0.7415215398716775,320,259.0,0.2355212355212355,16481,16018.0,0.0289049818953677,0.3428191375073736,511958,511958,511958,408795,0
344,2017-05-11,86503,89809.0,0.0368114554220623,6788,56161.0,0.8791332063175513,14998,13482.0,0.1124462245957573,16995,40347.0,0.5787790913822589,17953,10421.0,0.7227713271279148,14949,450.0,32.22,23047,20976.0,0.0987318840579709,1975,16825.0,0.8826151560178306,42153,65460.0,0.3560494958753437,11087,8913.0,0.2439133849433412,33380,28283.0,0.1802142629848317,12327,13178.0,0.0645773258461072,36963,60987.0,0.3939200157410596,9982,9256.0,0.0784356093344857,4003,3516.0,0.138509670079636,53887,54286.0,0.007349961315993,4201,4084.0,0.0286483839373163,1900,1103.0,0.7225747960108795,320,259.0,0.2355212355212355,16486,16018.0,0.0292171307279309,0.3406037982616277,513814,513814,513814,409897,0
345,2017-05-12,86706,89848.0,0.0349701718457839,6853,56375.0,0.8784390243902439,14996,13536.0,0.1078605200945626,17083,40345.0,0.5765770231751146,17959,10573.0,0.6985718339165801,14949,495.0,29.2,23047,21025.0,0.0961712247324613,1990,16965.0,0.882699675803124,42342,65505.0,0.3536065949164185,11194,9180.0,0.2193899782135075,33452,28488.0,0.1742488065150238,12468,13198.0,0.0553114108198211,37108,61544.0,0.3970492655660991,9981,9263.0,0.0775126848753102,4001,3543.0,0.1292689810894722,53973,54296.0,0.0059488728451451,4200,4101.0,0.024140453547915,1901,1116.0,0.7034050179211468,320,260.0,0.2307692307692308,16485,16019.0,0.0290904550845869,0.3382731371503369,515675,515675,515675,411008,0
346,2017-05-13,86892,89887.0,0.0333196124022383,6929,56589.0,0.8775557087066391,14996,13590.0,0.1034584253127299,17174,40343.0,0.5743003742904593,17964,10726.0,0.674808875629312,14960,540.0,26.703703703703702,23050,21073.0,0.0938167323114886,2012,17104.0,0.8823666978484566,42534,65550.0,0.3511212814645309,11310,9448.0,0.1970787468247248,33526,28694.0,0.168397574405799,12585,13219.0,0.0479612678720023,37287,62100.0,0.3995652173913043,9986,9275.0,0.0766576819407007,4003,3545.0,0.1291960507757406,54017,54296.0,0.0051385000736702,4203,4101.0,0.0248719824433065,1900,1130.0,0.6814159292035398,320,260.0,0.2307692307692308,16484,16038.0,0.0278089537348795,0.3361107461140697,517508,517508,517508,412132,0
347,2017-05-14,87058,89926.0,0.0318928897093165,6997,56803.0,0.8768198862736123,14999,13645.0,0.0992304873580065,17280,40341.0,0.5716516695173645,17964,10878.0,0.6514065085493657,14950,585.0,24.55555555555556,23044,21122.0,0.0909951709118455,2030,17244.0,0.8822778937601484,42733,65595.0,0.3485326625504993,11397,9716.0,0.1730135858377932,33602,28899.0,0.1627391951278591,12706,13239.0,0.0402598383563713,37459,62656.0,0.402148237997957,9989,9288.0,0.075473729543497,4000,3547.0,0.1277135607555681,54058,54296.0,0.0043833799911595,4200,4101.0,0.024140453547915,1902,1145.0,0.6611353711790393,320,260.0,0.2307692307692308,16486,16057.0,0.0267173195491063,0.3338622066726614,519343,519343,519343,413174,0
348,2017-05-15,87235,89965.0,0.0303451342188628,7062,57017.0,0.8761422032025536,14996,13699.0,0.0946784436820205,17371,40339.0,0.5693745506829619,17962,11030.0,0.6284678150498639,14957,630.0,22.74126984126984,23048,21170.0,0.0887104393008975,2048,17384.0,0.8821905200184077,42935,65641.0,0.3459118538718179,11495,9984.0,0.1513421474358973,33637,29104.0,0.1557517866959867,12841,13259.0,0.0315257560902029,37629,63213.0,0.4047268758008637,9991,9301.0,0.0741855714439307,4002,3549.0,0.1276415891800506,54094,54296.0,0.0037203477235892,4204,4101.0,0.0251158254084369,1902,1159.0,0.6410698878343399,320,260.0,0.2307692307692308,16489,16077.0,0.0256266716427193,0.3316295008615099,521178,521178,521178,414218,0
349,2017-05-16,87382,90004.0,0.0291320385760632,7150,57231.0,0.875067708060317,14996,13753.0,0.0903802806660365,17476,40337.0,0.5667501301534571,17962,11183.0,0.6061879638737369,14951,675.0,21.14962962962963,23048,21219.0,0.086196333474716,2071,17523.0,0.881812475032814,43121,65686.0,0.3435283013123039,11585,10251.0,0.1301336454980002,33672,29309.0,0.1488621242621719,12984,13280.0,0.0222891566265059,37801,63769.0,0.4072198089981025,9996,9314.0,0.073223105003221,4001,3551.0,0.1267248662348634,54100,54296.0,0.0036098423456608,4201,4101.0,0.0243842965130456,1901,1174.0,0.6192504258943783,319,260.0,0.226923076923077,16497,16096.0,0.0249130218687871,0.3294073558541678,523012,523012,523012,415214,0
350,2017-05-17,87549,90043.0,0.0276978776806636,7209,57445.0,0.8745060492645139,15002,13807.0,0.0865503005721735,17569,40335.0,0.5644229577290194,17963,11335.0,0.5847375385972651,14946,720.0,19.758333333333333,23056,21267.0,0.084120938543283,2092,17663.0,0.8815603238407972,43354,65731.0,0.3404329768298063,11692,10519.0,0.1115125011883257,33705,29514.0,0.1420004065867046,13124,13300.0,0.0132330827067669,37951,64326.0,0.4100208313901067,9994,9327.0,0.0715128122654658,4004,3553.0,0.1269349845201237,54138,54296.0,0.0029099749521143,4201,4101.0,0.0243842965130456,1901,1188.0,0.6001683501683501,320,260.0,0.2307692307692308,16488,16116.0,0.0230826507818318,0.3271778769391402,524846,524846,524846,416258,0
351,2017-05-18,87697,90082.0,0.0264758775338025,7288,57659.0,0.8736016927105916,14998,13862.0,0.0819506564709278,17658,40333.0,0.5621947288820568,17970,11487.0,0.5643771219639593,14947,765.0,18.53856209150327,23053,21316.0,0.0814880840683054,2111,17803.0,0.8814244790203898,43572,65776.0,0.3375699343225492,11793,10787.0,0.0932604060443125,33741,29719.0,0.1353342979238871,13279,13320.0,0.003078078078078,38111,64882.0,0.4126105853703646,9994,9340.0,0.0700214132762313,4003,3555.0,0.1260196905766526,54161,54296.0,0.0024863710033887,4206,4101.0,0.0256035113386978,1900,1203.0,0.5793848711554448,319,260.0,0.226923076923077,16485,16135.0,0.0216919739696312,0.3249652066431103,526681,526681,526681,417286,0
352,2017-05-19,87848,90121.0,0.0252216464531019,7373,57873.0,0.8726003490401396,14997,13916.0,0.0776803679218165,17746,40331.0,0.5599910738637772,17968,11640.0,0.5436426116838489,14955,810.0,17.462962962962962,23050,21365.0,0.0788673063421483,2133,17942.0,0.8811169323375321,43790,65821.0,0.3347108065814861,11901,11055.0,0.0765264586160108,33773,29925.0,0.1285881370091897,13399,13341.0,0.0043475001873922,38283,65438.0,0.4149729514960726,9994,9353.0,0.0685341601625146,4000,3557.0,0.124543154343548,54180,54296.0,0.0021364373066156,4204,4101.0,0.0251158254084369,1900,1217.0,0.561216105176664,319,260.0,0.226923076923077,16487,16155.0,0.0205509130300216,0.3230189378960374,528517,528517,528517,418300,0
353,2017-05-20,87978,90159.0,0.0241905966126509,7446,58087.0,0.8718129701998726,14997,13970.0,0.0735146743020758,17856,40329.0,0.5572416871234099,17963,11792.0,0.523320895522388,14958,855.0,16.49473684210526,23052,21413.0,0.0765422873955075,2152,18082.0,0.8809866165247207,43983,65866.0,0.3322351440804056,12011,11322.0,0.0608549726196785,33797,30130.0,0.1217059409226684,13523,13361.0,0.0121248409550183,38443,65995.0,0.4174861731949389,9995,9366.0,0.0671578048259662,4001,3559.0,0.1241921888170833,54191,54296.0,0.0019338441137468,4200,4101.0,0.024140453547915,1903,1232.0,0.5446428571428572,320,260.0,0.2307692307692308,16493,16174.0,0.0197230122418696,0.3213789410369398,530349,530349,530349,419262,0
354,2017-05-21,88129,90198.0,0.0229384243553072,7521,58302.0,0.8709992796130492,14997,14025.0,0.0693048128342246,17971,40327.0,0.5543680412626777,17955,11944.0,0.5032652377762894,14953,900.0,15.614444444444445,23050,21462.0,0.073991240331749,2181,18222.0,0.880309515969707,44176,65911.0,0.3297628620412374,12114,11590.0,0.045211389128559,33803,30335.0,0.1143233888247898,13682,13381.0,0.0224945818698154,38593,66551.0,0.4200988715421255,9994,9379.0,0.0655720226036891,4000,3561.0,0.1232799775344004,54189,54296.0,0.001970679239723,4202,4101.0,0.0246281394781759,1901,1246.0,0.5256821829855538,320,260.0,0.2307692307692308,16493,16194.0,0.0184636285043844,0.3196877025846275,532185,532185,532185,420224,0
355,2017-05-22,88246,90237.0,0.0220641200394516,7609,58516.0,0.8699671884612755,15004,14079.0,0.0657006889693869,18057,40325.0,0.5522132672039677,17961,12097.0,0.4847482846986857,14963,945.0,14.833862433862434,23055,21510.0,0.0718270571827057,2199,18361.0,0.8802352813027613,44372,65956.0,0.327248468676087,12221,11858.0,0.0306122448979591,33819,30540.0,0.1073673870333988,13795,13402.0,0.0293239814952992,38758,67108.0,0.4224533587649758,9994,9391.0,0.064210414226387,4003,3563.0,0.1234914397979232,54212,54296.0,0.0015470752909975,4201,4101.0,0.0243842965130456,1900,1261.0,0.5067406819984139,320,261.0,0.2260536398467432,16492,16213.0,0.0172084130019121,0.3180648664844013,534020,534020,534020,421181,0
356,2017-05-23,88389,90276.0,0.0209025654659045,7689,58730.0,0.8690788353482036,14998,14133.0,0.0612042736857001,18146,40323.0,0.5499838801676462,17965,12255.0,0.4659322725418195,14964,990.0,14.115151515151515,23061,21559.0,0.0696692796511897,2223,18501.0,0.8798443327387708,44593,66001.0,0.3243587218375479,12337,12126.0,0.0174006267524327,33823,30745.0,0.1001138396487233,13912,13422.0,0.0365072269408432,38943,67664.0,0.4244650035469378,9999,9404.0,0.0632709485325393,4002,3565.0,0.1225806451612903,54218,54296.0,0.001436569913069,4201,4101.0,0.0243842965130456,1903,1275.0,0.492549019607843,321,261.0,0.2298850574712643,16499,16233.0,0.0163863734368261,0.3163251595566006,535860,535860,535860,422186,0
357,2017-05-24,88516,90315.0,0.0199191717876321,7797,58944.0,0.8677219055374593,14994,14187.0,0.0568830619581306,18255,40321.0,0.5472582525234989,17961,12414.0,0.4468342194296761,14972,1035.0,13.465700483091789,23055,21607.0,0.0670153191095477,2243,18641.0,0.8796738372404914,44809,66047.0,0.3215588898814481,12455,12393.0,0.0050028241749373,33838,30950.0,0.0933117932148626,14031,13442.0,0.0438178842434162,39113,68221.0,0.4266721390774102,9997,9417.0,0.0615907401507911,4000,3567.0,0.1213905242500701,54211,54296.0,0.0015654928539855,4203,4101.0,0.0248719824433065,1901,1290.0,0.4736434108527132,320,261.0,0.2260536398467432,16494,16252.0,0.0148904750184593,0.3145725970381308,537701,537701,537701,423165,0
358,2017-05-25,88648,90354.0,0.0188812891515594,7881,59158.0,0.8667804861557186,14996,14242.0,0.0529420025277349,18373,40319.0,0.544309134651157,17960,12572.0,0.4285714285714286,14979,1080.0,12.869444444444444,23053,21656.0,0.0645086811968969,2262,18780.0,0.8795527156549521,45174,66092.0,0.3164982146099376,12563,12661.0,0.0077403048732327,33843,31156.0,0.0862434202079855,14147,13463.0,0.0508059125009283,39287,68777.0,0.4287770620992482,9998,9430.0,0.0602332979851538,4004,3569.0,0.1218828803586438,54218,54296.0,0.001436569913069,4203,4101.0,0.0248719824433065,1900,1304.0,0.4570552147239264,320,261.0,0.2260536398467432,16492,16272.0,0.013520157325467,0.3128944310277401,539543,539543,539543,424301,0
359,2017-05-26,88783,90393.0,0.0178111136924319,8001,59372.0,0.8652395068382402,14995,14296.0,0.048894795747062,18467,40317.0,0.5419550065729097,17969,12731.0,0.4114366506951536,14978,1125.0,12.313777777777778,23055,21705.0,0.0621976503109882,2281,18920.0,0.8794397463002114,45378,66137.0,0.3138787668022438,12669,12929.0,0.0201098306133498,33866,31361.0,0.0798762794553744,14236,13483.0,0.0558481050211376,39490,69333.0,0.4304299539901633,9998,9443.0,0.0587736948003811,4001,3571.0,0.120414449733968,54227,54296.0,0.0012708118461765,4203,4101.0,0.0248719824433065,1901,1319.0,0.4412433661865049,320,261.0,0.2260536398467432,16495,16291.0,0.0125222515499354,0.3116660263325107,541384,541384,541384,425313,0
360,2017-05-27,88909,90432.0,0.0168413835810332,8109,59586.0,0.8639109858020341,14997,14350.0,0.0450871080139372,18578,40315.0,0.5391789656455414,17972,12889.0,0.3943672899371557,14972,1170.0,11.796581196581196,23055,21753.0,0.0598538132671355,2303,19060.0,0.8791710388247639,45593,66182.0,0.3110966728113384,12767,13197.0,0.0325831628400393,33871,31566.0,0.0730216055249319,14348,13503.0,0.0625786862178774,39700,69890.0,0.4319645156674775,9995,9456.0,0.0570008460236886,4002,3573.0,0.1200671704450042,54224,54296.0,0.0013260645351407,4204,4101.0,0.0251158254084369,1900,1333.0,0.4253563390847712,320,261.0,0.2260536398467432,16490,16311.0,0.0109741891974741,0.3104336332709895,543224,543224,543224,426309,0
361,2017-05-28,89056,90471.0,0.0156403709475965,8237,59800.0,0.862257525083612,14997,14405.0,0.0410968413745227,18672,40313.0,0.536824349465433,17969,13048.0,0.377145922746781,14969,1215.0,11.320164609053498,23061,21802.0,0.0577469956884688,2328,19199.0,0.8787436845669045,45790,66227.0,0.3085901520527881,12890,13464.0,0.0426322043969102,33869,31771.0,0.0660350634226181,14455,13524.0,0.068840579710145,39906,70446.0,0.4335235499531555,9995,9469.0,0.0555496884570705,4000,3575.0,0.1188811188811189,54228,54296.0,0.0012523942831884,4202,4101.0,0.0246281394781759,1901,1348.0,0.4102373887240356,319,261.0,0.2222222222222223,16499,16330.0,0.0103490508266992,0.3091301037490941,545065,545065,545065,427343,0
362,2017-05-29,89175,90509.0,0.0147388657481576,8364,60014.0,0.8606325190788816,14996,14459.0,0.0371394978905872,18793,40311.0,0.5337997072759296,17974,13207.0,0.3609449534337852,14976,1260.0,10.885714285714286,23063,21850.0,0.0555148741418765,2346,19339.0,0.8786907285795542,46002,66272.0,0.3058606953162723,12995,13732.0,0.0536702592484706,33887,31976.0,0.0597635726795096,14533,13544.0,0.073021264028352,40100,71003.0,0.4352351309099616,9995,9482.0,0.0541025100189833,4007,3577.0,0.1202124685490635,54237,54296.0,0.0010866362162958,4205,4101.0,0.0253596683735675,1900,1362.0,0.395007342143906,319,261.0,0.2222222222222223,16491,16350.0,0.0086238532110092,0.3078797963083168,546905,546905,546905,428358,0
363,2017-05-30,89289,90548.0,0.0139042275919953,8523,60228.0,0.8584877465630604,15003,14513.0,0.0337628333218493,18906,40309.0,0.530973231784465,17973,13324.0,0.3489192434704293,14978,1305.0,10.477394636015326,23054,21899.0,0.0527421343440339,2367,19479.0,0.8784845217926999,46178,66317.0,0.303677790008595,13105,14000.0,0.0639285714285714,33895,32181.0,0.0532612411049997,14589,13564.0,0.0755676791506929,40302,71559.0,0.4368004024650987,9995,9495.0,0.0526592943654555,4003,3579.0,0.1184688460463816,54230,54296.0,0.0012155591572122,4204,4101.0,0.0251158254084369,1900,1377.0,0.3798111837327524,320,261.0,0.2260536398467432,16497,16369.0,0.0078196591117356,0.3066844783344025,548704,548704,548704,429311,0
364,2017-05-31,89415,90587.0,0.0129378387627363,8679,60443.0,0.8564101715665999,14999,14568.0,0.0295853926414058,19015,40307.0,0.5282457141439452,17977,13441.0,0.3374748902611413,14971,1350.0,10.089629629629629,23056,21948.0,0.0504829597229816,2379,19619.0,0.8787399969417402,46391,66362.0,0.300940297158012,13215,14268.0,0.0738015138772077,33890,32387.0,0.0464075091857845,14639,13585.0,0.0775855723224143,40514,72116.0,0.4382106606023629,9998,9508.0,0.0515355490113589,4003,3582.0,0.117532104969291,54225,54296.0,0.0013076469721526,4206,4101.0,0.0256035113386978,1901,1392.0,0.3656609195402298,319,262.0,0.217557251908397,16498,16389.0,0.0066508023674416,0.3053690117000387,550511,550511,550511,430290,0
365,2017-06-01,89518,90626.0,0.0122260719881711,8845,60453.0,0.8536879890162605,14994,14568.0,0.0292421746293245,19109,40306.0,0.5259018508410658,17974,13558.0,0.3257117568962975,14969,1395.0,9.730465949820788,23064,21985.0,0.0490789174437116,2400,19619.0,0.8776696059941893,46594,66408.0,0.2983676665461993,13321,14268.0,0.066372301654051,33883,32397.0,0.0458684446090686,14692,13593.0,0.0808504377252998,40695,72142.0,0.4359041889606609,9995,9512.0,0.0507779646761985,4002,3589.0,0.1150738367233212,54252,54296.0,0.0008103727714748,4204,4101.0,0.0251158254084369,1900,1403.0,0.3542409123307199,320,263.0,0.2167300380228136,16495,16389.0,0.0064677527609982,0.3033795571013903,550871,550871,550871,431226,0
366,2017-06-02,89608,90665.0,0.0116583025423261,9008,60463.0,0.8510163240328796,14994,14568.0,0.0292421746293245,19216,40305.0,0.5232353306041434,17973,13675.0,0.3142961608775136,14975,1440.0,9.399305555555555,23062,22022.0,0.0472255017709564,2418,19619.0,0.8767521280391457,46812,66453.0,0.2955622770980994,13444,14268.0,0.0577516119988785,33877,32408.0,0.0453283139965441,14742,13602.0,0.0838112042346714,40872,72169.0,0.4336626529396278,9996,9517.0,0.0503309866554586,4003,3596.0,0.1131813125695218,54239,54296.0,0.0010498010903197,4202,4101.0,0.0246281394781759,1900,1414.0,0.3437057991513437,320,264.0,0.2121212121212121,16498,16389.0,0.0066508023674416,0.3014454841319657,551234,551234,551234,432159,0
367,2017-06-03,89707,90704.0,0.010991797495149,9167,60473.0,0.8484116878606982,14996,14568.0,0.0293794618341569,19322,40304.0,0.5205934894799524,17977,13792.0,0.3034367749419953,14976,1485.0,9.084848484848484,23053,22060.0,0.0450135992747053,2440,19619.0,0.8756307660940925,46983,66498.0,0.2934674727059461,13545,14268.0,0.05067283431455,33874,32419.0,0.0448810882507171,14790,13611.0,0.0866211152744103,41036,72196.0,0.4316028588841487,9998,9522.0,0.0499894980046209,4001,3603.0,0.1104635026366915,54242,54296.0,0.0009945484013554,4205,4101.0,0.0253596683735675,1900,1426.0,0.3323983169705469,319,265.0,0.2037735849056603,16497,16389.0,0.0065897858319605,0.2996035163225459,551599,551599,551599,433028,0
368,2017-06-04,89807,90743.0,0.010314845222221,9365,60483.0,0.8451631036820264,14999,14568.0,0.0295853926414058,19449,40303.0,0.5174304642334318,17977,13909.0,0.2924724998202603,14971,1530.0,8.784967320261439,23062,22097.0,0.043671086572838,2469,19619.0,0.8741526071665222,47177,66543.0,0.2910298603910253,13641,14268.0,0.0439444911690496,33877,32429.0,0.0446513922723488,14846,13619.0,0.0900947206109112,41188,72223.0,0.4297107569610788,10000,9527.0,0.049648367796788,4002,3610.0,0.1085872576177284,54238,54296.0,0.0010682186533077,4204,4101.0,0.0251158254084369,1900,1437.0,0.3221990257480862,320,266.0,0.2030075187969924,16499,16389.0,0.0067118189029227,0.2977009203565475,551960,551960,551960,433991,0
369,2017-06-05,89874,90782.0,0.0100019827719151,9520,60493.0,0.8426264195857371,15000,14568.0,0.029654036243822,19548,40303.0,0.5149740714090763,17975,14027.0,0.2814571897055677,14968,1575.0,8.503492063492063,23069,22135.0,0.0421956177998643,2488,19619.0,0.8731841582139762,47367,66588.0,0.2886556136240764,13772,14268.0,0.0347631062517521,33891,32440.0,0.0447287299630085,14876,13628.0,0.0915761667155856,41308,72250.0,0.4282629757785466,9997,9532.0,0.0487830465799412,4001,3617.0,0.1061653303842964,54241,54296.0,0.0010129659643436,4200,4101.0,0.024140453547915,1900,1449.0,0.3112491373360939,320,267.0,0.198501872659176,16498,16389.0,0.0066508023674416,0.2959261452002165,552327,552327,552327,434813,0
