Day,Date,Tierkidi sim,Tierkidi data,Tierkidi error,Pugnido sim,Pugnido data,Pugnido error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
209,2014-07-12,9514,48437,0.8036,14122,2386,4.9187,0,0,0.0,3089,45543,0.9322,45079,41257,0.0926,3115,25912,0.8798,22104,2236,8.8855,74814,89891,0.1677,14214,10383,0.369,21927,25828,0.151,0.5564372175569512,291873,281652,291873,207978,0
210,2014-07-13,9602,48437,0.8018,14208,2386,4.9547,0,0,0.0,3134,45552,0.9312,45184,41285,0.0944,3146,26247,0.8801,22093,2236,8.8806,75346,89949,0.1623,14206,10390,0.3673,22078,25847,0.1458,0.5545806266227435,292329,282452,292329,208997,0
211,2014-07-14,9663,48437,0.8005,14278,2386,4.9841,0,0,0.0,3204,45561,0.9297,45255,41314,0.0954,3157,26581,0.8812,22099,2236,8.8833,75870,90006,0.1571,14198,10396,0.3657,22235,25866,0.1404,0.552696024017788,292783,282938,292783,209959,0
212,2014-07-15,9733,48437,0.7991,14361,2387,5.0163,0,0,0.0,3253,45570,0.9286,45331,41413,0.0946,3179,26915,0.8819,22114,2236,8.89,76378,90064,0.152,14210,10402,0.3661,22374,25885,0.1356,0.5507229576999001,293309,281554,293309,210933,0
213,2014-07-16,9807,48437,0.7975,14471,2387,5.0624,0,0,0.0,3309,45579,0.9274,45374,41513,0.093,3204,27250,0.8824,22113,2236,8.8895,76827,90122,0.1475,14219,10408,0.3662,22532,25904,0.1302,0.548761894390068,293836,283712,293836,211856,0
214,2014-07-17,9859,48437,0.7965,14588,2387,5.1114,0,0,0.0,3373,45588,0.926,45422,41612,0.0916,3227,27306,0.8818,22119,2236,8.8922,77330,90180,0.1425,14228,10415,0.3661,22659,25923,0.1259,0.5464187103004584,294084,285171,294084,212805,0
215,2014-07-18,9929,48437,0.795,14683,2387,5.1512,0,0,0.0,3418,45597,0.925,45457,41712,0.0898,3240,27363,0.8816,22129,2236,8.8967,77838,90238,0.1374,14227,10421,0.3652,22789,25941,0.1215,0.5439503689710938,294332,285632,294332,213710,0
216,2014-07-19,9989,48437,0.7938,14804,2388,5.1993,0,0,0.0,3467,45597,0.924,45510,41811,0.0885,3257,27420,0.8812,22131,2236,8.8976,78246,90296,0.1334,14230,10427,0.3647,22915,25960,0.1173,0.5419693657238298,294572,286055,294572,214549,0
217,2014-07-20,10065,48437,0.7922,14900,2389,5.2369,0,0,0.0,3518,45597,0.9228,45573,41911,0.0874,3283,27477,0.8805,22158,2236,8.9097,78716,90354,0.1288,14220,10434,0.3629,23036,25979,0.1133,0.5396860393332745,294814,286618,294814,215469,0
218,2014-07-21,10147,48437,0.7905,14977,2390,5.2665,0,0,0.0,3581,45597,0.9215,45615,42011,0.0858,3309,27534,0.8798,22185,2236,8.9217,79112,90412,0.125,14225,10440,0.3625,23180,25998,0.1084,0.5374387825998542,295055,286993,295055,216331,0
219,2014-07-22,10295,48437,0.7875,15108,2391,5.3187,0,0,0.0,3736,45597,0.9181,45651,42064,0.0853,3333,27591,0.8792,22192,2236,8.9249,79509,90470,0.1212,14229,10446,0.3621,23330,26017,0.1033,0.5349789499710413,295249,287772,295249,217383,0
220,2014-07-23,10332,48437,0.7867,15216,2391,5.3639,0,0,0.0,3762,45597,0.9175,45699,42118,0.085,3353,27648,0.8787,22213,2236,8.9343,79932,90527,0.117,14227,10452,0.3612,23464,26036,0.0988,0.533302644850766,295442,288313,295442,218198,0
221,2014-07-24,10380,48437,0.7857,15345,2392,5.4151,0,0,0.0,3783,45597,0.917,45710,42171,0.0839,3369,27705,0.8784,22235,2236,8.9441,80324,90585,0.1133,14218,10459,0.3594,23585,26055,0.0948,0.5316925824575408,295637,288815,295637,218949,0
222,2014-07-25,10415,48437,0.785,15423,2393,5.445,0,0,0.0,3796,45597,0.9167,45732,42225,0.0831,3393,27734,0.8777,22235,2280,8.7522,80721,90643,0.1095,14216,10465,0.3584,23722,26074,0.0902,0.5295996592844975,295848,289245,295848,219653,0
223,2014-07-26,10450,48437,0.7843,15519,2394,5.4825,0,0,0.0,3810,45597,0.9164,45761,42279,0.0824,3407,27764,0.8773,22235,2325,8.5634,81127,90701,0.1056,14215,10471,0.3576,23815,26093,0.0873,0.5277425935871324,296061,289687,296061,220339,0
224,2014-07-27,10501,48437,0.7832,15609,2395,5.5173,0,0,0.0,3840,45597,0.9158,45776,42332,0.0814,3445,27794,0.8761,22229,2369,8.3833,81537,90759,0.1016,14209,10477,0.3562,23944,26112,0.083,0.5254698385267592,296272,289950,296272,221090,0
225,2014-07-28,10544,48437,0.7823,15698,2396,5.5518,0,0,0.0,3859,45597,0.9154,45808,42386,0.0807,3466,27824,0.8754,22214,2414,8.2022,81926,90817,0.0979,14205,10484,0.3549,24080,26131,0.0785,0.5233839034558124,296486,290314,296486,221800,0
226,2014-07-29,10594,48437,0.7813,15799,2397,5.5912,0,0,0.0,3875,45597,0.915,45808,42440,0.0794,3498,27854,0.8744,22200,2458,8.0317,82313,90875,0.0942,14200,10490,0.3537,24187,26150,0.0751,0.5212977505746584,296698,290717,296698,222474,0
227,2014-07-30,10632,48437,0.7805,15880,2397,5.6249,0,0,0.0,3895,45597,0.9146,45828,42485,0.0787,3525,27884,0.8736,22179,2503,7.861,82732,90933,0.0902,14198,10496,0.3527,24309,26169,0.0711,0.519132640172987,296901,290980,296901,223178,0
228,2014-07-31,10661,48437,0.7799,15978,2398,5.6631,0,0,0.0,3928,45597,0.9139,45851,42530,0.0781,3543,27914,0.8731,22161,2548,7.6974,83108,90991,0.0866,14212,10502,0.3533,24423,26188,0.0674,0.5172851348849733,297105,291258,297105,223865,0
229,2014-08-01,10701,48437,0.7791,16051,2399,5.6907,0,0,0.0,3943,45597,0.9135,45862,42575,0.0772,3570,27944,0.8722,22140,2592,7.5417,83512,91055,0.0828,14222,10509,0.3533,24533,26230,0.0647,0.5152520027712569,297338,291470,297338,224534,0
230,2014-08-02,10745,48437,0.7782,16127,2400,5.7196,0,0,0.0,3956,45597,0.9132,45879,42620,0.0765,3602,27974,0.8712,22130,2637,7.3921,83901,91119,0.0792,14225,10515,0.3528,24629,26272,0.0625,0.513339673556899,297571,291761,297571,225194,0
231,2014-08-03,10777,48437,0.7775,16210,2401,5.7514,0,0,0.0,3974,45597,0.9128,45884,42665,0.0754,3628,28004,0.8704,22116,2681,7.2492,84271,91183,0.0758,14224,10521,0.352,24754,26314,0.0593,0.5114018327552107,297803,291987,297803,225838,0
232,2014-08-04,10821,48437,0.7766,16285,2402,5.7798,0,0,0.0,3983,45597,0.9126,45891,42711,0.0745,3649,28034,0.8698,22112,2726,7.1115,84633,91247,0.0725,14218,10527,0.3506,24858,26356,0.0568,0.509557538158014,298037,292273,298037,226450,0
233,2014-08-05,10866,48437,0.7757,16365,2402,5.8131,0,0,0.0,4003,45597,0.9122,45894,42636,0.0764,3673,28064,0.8691,22104,2770,6.9798,85016,91311,0.0689,14215,10534,0.3494,24966,26398,0.0542,0.5081989206738913,298149,292508,298149,227102,0
234,2014-08-06,10900,48437,0.775,16452,2403,5.8464,0,0,0.0,4020,45597,0.9118,45905,42561,0.0786,3699,28094,0.8683,22109,2815,6.854,85432,91375,0.065,14220,10540,0.3491,25052,26440,0.0525,0.5069603234739927,298262,292652,298262,227789,0
235,2014-08-07,10953,48437,0.7739,16533,2404,5.8773,0,0,0.0,4034,45597,0.9115,45910,42487,0.0806,3721,28117,0.8677,22109,2802,6.8904,85783,91440,0.0619,14219,10546,0.3483,25140,26482,0.0507,0.5060942905414465,298312,292958,298312,228402,0
236,2014-08-08,10997,48437,0.773,16599,2405,5.9019,0,0,0.0,4054,45597,0.9111,45914,42412,0.0826,3747,28140,0.8668,22122,2789,6.9319,86117,91501,0.0588,14208,10553,0.3463,25248,26536,0.0485,0.5051848376177229,298370,293193,298370,229006,0
237,2014-08-09,11037,48437,0.7721,16692,2406,5.9377,0,0,0.0,4067,45597,0.9108,45913,42337,0.0845,3768,28163,0.8662,22141,2777,6.973,86465,91563,0.0557,14201,10559,0.3449,25351,26591,0.0466,0.5044097443286533,298430,293466,298430,229635,0
238,2014-08-10,11074,48437,0.7714,16779,2407,5.9709,0,0,0.0,4088,45597,0.9103,45929,42263,0.0867,3799,28187,0.8652,22154,2764,7.0152,86839,91624,0.0522,14204,10565,0.3444,25449,26646,0.0449,0.503564608529599,298490,293625,298490,230315,0
239,2014-08-11,11109,48438,0.7707,16854,2408,5.9992,0,0,0.0,4102,45597,0.91,45920,42188,0.0885,3827,28210,0.8643,22174,2751,7.0603,87206,91686,0.0489,14199,10571,0.3432,25553,26700,0.043,0.5026411074898928,298549,293850,298549,230944,0
240,2014-08-12,11151,48438,0.7698,16955,2408,6.0411,0,0,0.0,4122,45597,0.9096,45913,42113,0.0902,3854,28233,0.8635,22176,2738,7.0993,87548,91747,0.0458,14204,10578,0.3428,25658,26755,0.041,0.5018234669649405,298607,293957,298607,231581,0
241,2014-08-13,11193,48438,0.7689,17039,2409,6.0731,0,0,0.0,4131,45597,0.9094,45926,42039,0.0925,3874,28257,0.8629,22189,2725,7.1428,87895,91809,0.0426,14207,10584,0.3423,25744,26810,0.0398,0.5011517805724082,298668,294234,298668,232198,0
242,2014-08-14,11231,48439,0.7681,17108,2410,6.0988,0,0,0.0,4143,45597,0.9091,45921,41964,0.0943,3894,28257,0.8622,22192,2713,7.1799,88240,91871,0.0395,14212,10590,0.342,25849,26865,0.0378,0.5002510830046936,298706,294430,298706,232790,0
243,2014-08-15,11253,48439,0.7677,17189,2411,6.1294,0,0,0.0,4166,45597,0.9086,45918,41890,0.0962,3913,28257,0.8615,22201,2700,7.2226,88612,91909,0.0359,14205,10596,0.3406,25952,26904,0.0354,0.4992450695172127,298703,294581,298703,233409,3
244,2014-08-16,11302,48440,0.7667,17270,2412,6.16,0,0,0.0,4180,45597,0.9083,45914,41946,0.0946,3941,28257,0.8605,22205,2687,7.2639,88954,91948,0.0326,14206,10603,0.3398,26054,26944,0.033,0.4976073673009095,298834,294754,298834,234026,0
245,2014-08-17,11346,48440,0.7658,17346,2413,6.1886,0,0,0.0,4210,45597,0.9077,45906,42002,0.0929,3969,28257,0.8595,22209,2674,7.3055,89297,91987,0.0292,14204,10609,0.3389,26140,26984,0.0313,0.4959476590748688,298963,294958,298963,234627,0
246,2014-08-18,11387,48441,0.7649,17431,2413,6.2238,0,0,0.0,4241,45597,0.907,45905,42059,0.0914,4006,28257,0.8582,22192,2661,7.3397,89623,92025,0.0261,14191,10615,0.3369,26226,27024,0.0295,0.4942693218140238,299092,295140,299092,235202,0
247,2014-08-19,11436,48441,0.7639,17498,2414,6.2486,0,0,0.0,4260,45597,0.9066,45911,42115,0.0901,4020,28257,0.8577,22182,2649,7.3737,89958,92064,0.0229,14184,10621,0.3355,26318,27063,0.0275,0.4926325358180074,299221,295321,299221,235767,0
248,2014-08-20,11485,48442,0.7629,17567,2415,6.2741,0,0,0.0,4298,45597,0.9057,45922,42171,0.0889,4037,28257,0.8571,22169,2636,7.4101,90308,92103,0.0195,14191,10628,0.3352,26412,27103,0.0255,0.4909304096849194,299352,295455,299352,236389,0
249,2014-08-21,11541,48442,0.7618,17638,2416,6.3005,0,0,0.0,4326,45597,0.9051,45902,42228,0.087,4067,28257,0.8561,22153,2623,7.4457,90664,92142,0.016,14189,10634,0.3343,26515,27143,0.0231,0.4890076866055389,299482,295260,299482,236995,0
250,2014-08-22,11591,48443,0.7607,17727,2417,6.3343,0,0,0.0,4364,45597,0.9043,45905,42250,0.0865,4093,28257,0.8552,22126,2610,7.4774,90985,92181,0.013,14186,10640,0.3333,26603,27183,0.0213,0.4875257862726903,299578,295465,299578,237580,0
251,2014-08-23,11643,48443,0.7597,17817,2418,6.3685,0,0,0.0,4388,45597,0.9038,45900,42273,0.0858,4121,28257,0.8542,22116,2597,7.516,91316,92220,0.0098,14195,10646,0.3334,26705,27241,0.0197,0.4860957249442761,299692,295520,299692,238201,0
252,2014-08-24,11700,48444,0.7585,17881,2419,6.3919,0,0,0.0,4411,45597,0.9033,45891,42296,0.085,4145,28257,0.8533,22108,2585,7.5524,91679,92259,0.0063,14209,10653,0.3338,26787,27300,0.0188,0.4845435442446883,299810,295681,299810,238811,0
253,2014-08-25,11749,48444,0.7575,17960,2419,6.4246,0,0,0.0,4436,45597,0.9027,45891,42319,0.0844,4172,28257,0.8524,22109,2572,7.596,92037,92298,0.0028,14213,10659,0.3334,26880,27358,0.0175,0.483070654801399,299923,295753,299923,239447,0
254,2014-08-26,11788,48445,0.7567,18026,2420,6.4488,0,0,0.0,4469,45597,0.902,45871,42341,0.0834,4194,28257,0.8516,22101,2559,7.6366,92366,92337,0.0003,14206,10665,0.332,26954,27417,0.0169,0.4818023050413614,300038,295788,300038,239975,0
255,2014-08-27,11835,48445,0.7557,18086,2421,6.4705,0,0,0.0,4491,45597,0.9015,45879,42364,0.083,4230,28257,0.8503,22088,2546,7.6756,92687,92376,0.0034,14201,10671,0.3308,27038,27475,0.0159,0.4822323356166209,300152,295921,300152,240535,0
256,2014-08-28,11867,48446,0.755,18144,2422,6.4913,0,0,0.0,4515,45597,0.901,45873,42387,0.0822,4258,28299,0.8495,22097,2546,7.6791,93033,92415,0.0067,14206,10678,0.3304,27126,27534,0.0148,0.4828618425433865,300324,296042,300324,241119,0
257,2014-08-29,11909,48447,0.7542,18212,2423,6.5163,0,0,0.0,4535,45597,0.9005,45886,42410,0.082,4283,28341,0.8489,22098,2546,7.6795,93389,92455,0.0101,14233,10684,0.3322,27224,27593,0.0134,0.4836237420797614,300496,296093,300496,241769,0
258,2014-08-30,11949,48457,0.7534,18288,2424,6.5446,0,0,0.0,4556,45597,0.9001,45889,42455,0.0809,4311,28383,0.8481,22108,2546,7.6834,93722,92494,0.0133,14236,10690,0.3317,27317,27651,0.0121,0.4841717742445052,300697,296145,300697,242376,0
259,2014-08-31,12006,48467,0.7523,18345,2424,6.5681,0,0,0.0,4571,45597,0.8998,45899,42500,0.08,4337,28425,0.8474,22117,2546,7.687,94080,92533,0.0167,14222,10697,0.3295,27413,27710,0.0107,0.484664289346259,300899,296289,300899,242990,0
260,2014-09-01,12038,48477,0.7517,18395,2425,6.5856,0,0,0.0,4589,45597,0.8994,45899,42536,0.0791,4367,28467,0.8466,22134,2546,7.6936,94384,92572,0.0196,14213,10703,0.3279,27522,27768,0.0089,0.4850228004158211,301091,296532,301091,243541,0
261,2014-09-02,12082,48487,0.7508,18462,2426,6.6101,0,0,0.0,4605,45597,0.899,45875,42572,0.0776,4399,28509,0.8457,22130,2546,7.6921,94718,92611,0.0228,14204,10709,0.3264,27623,27827,0.0073,0.4853759243769998,301284,296620,301284,244098,0
262,2014-09-03,12123,48497,0.75,18519,2427,6.6304,0,0,0.0,4621,45597,0.8987,45870,42608,0.0766,4428,28552,0.8449,22140,2546,7.696,95085,92650,0.0263,14210,10715,0.3262,27710,27885,0.0063,0.4860304434500808,301477,296657,301477,244706,0
263,2014-09-04,12175,48507,0.749,18591,2428,6.6569,0,0,0.0,4635,45597,0.8983,45868,42644,0.0756,4465,28588,0.8438,22153,2546,7.7011,95376,92689,0.029,14202,10722,0.3246,27814,27944,0.0047,0.4863275487709876,301665,296855,301665,245279,0
264,2014-09-05,12211,48505,0.7483,18668,2429,6.6855,0,0,0.0,4654,45597,0.8979,45865,42680,0.0746,4487,28624,0.8432,22151,2546,7.7003,95694,92729,0.032,14201,10728,0.3237,27909,28003,0.0034,0.4867960283725537,301841,297078,301841,245840,0
265,2014-09-06,12250,48504,0.7474,18731,2430,6.7082,0,0,0.0,4672,45597,0.8975,45873,42720,0.0738,4511,28661,0.8426,22151,2546,7.7003,96019,92776,0.035,14193,10734,0.3222,27998,28045,0.0017,0.4871876376182482,302013,297189,302013,246398,0
266,2014-09-07,12283,48503,0.7468,18801,2430,6.737,0,0,0.0,4685,45597,0.8973,45871,42761,0.0727,4531,28697,0.8421,22164,2546,7.7054,96349,92823,0.038,14202,10740,0.3223,28098,28087,0.0004,0.4877690413787626,302184,297340,302184,246984,0
267,2014-09-08,12321,48502,0.746,18854,2431,6.7557,0,0,0.0,4699,45597,0.8969,45861,42802,0.0715,4557,28733,0.8414,22164,2546,7.7054,96657,92870,0.0408,14199,10747,0.3212,28184,28129,0.002,0.48832671312389,302357,297495,302357,247496,0
268,2014-09-09,12351,48501,0.7453,18917,2432,6.7784,0,0,0.0,4715,45597,0.8966,45867,42843,0.0706,4584,28770,0.8407,22148,2546,7.6991,96998,92918,0.0439,14203,10753,0.3208,28267,28171,0.0034,0.489057319745745,302531,297603,302531,248050,0
269,2014-09-10,12384,48500,0.7447,18989,2433,6.8048,0,0,0.0,4735,45597,0.8962,45873,42884,0.0697,4608,28806,0.84,22135,2546,7.694,97324,92965,0.0469,14208,10759,0.3206,28371,28213,0.0056,0.4898398760501217,302703,297828,302703,248627,0
270,2014-09-11,12418,48499,0.744,19038,2434,6.8217,0,0,0.0,4756,45597,0.8957,45882,42925,0.0689,4639,28843,0.8392,22129,2546,7.6917,97647,93012,0.0498,14212,10765,0.3202,28455,28255,0.0071,0.4904713480104069,302876,297927,302876,249176,0
271,2014-09-12,12462,48498,0.743,19108,2435,6.8472,0,0,0.0,4767,45597,0.8955,45876,42966,0.0677,4666,28868,0.8384,22122,2550,7.6753,97945,93060,0.0525,14205,10772,0.3187,28541,28297,0.0086,0.4909699283600017,303043,298043,303043,249692,0
272,2014-09-13,12496,48498,0.7423,19185,2435,6.8789,0,0,0.0,4791,45611,0.895,45869,43007,0.0665,4694,28893,0.8375,22112,2553,7.6612,98271,93074,0.0558,14200,10778,0.3175,28610,28321,0.0102,0.4918032786885246,303170,298302,303170,250228,0
273,2014-09-14,12529,48498,0.7417,19252,2436,6.9031,0,0,0.0,4806,45625,0.8947,45870,43048,0.0656,4721,28918,0.8367,22117,2556,7.653,98566,93088,0.0588,14200,10784,0.3168,28700,28345,0.0125,0.4926936544256803,303298,298558,303298,250761,0
274,2014-09-15,12572,48498,0.7408,19306,2437,6.922,0,0,0.0,4827,45639,0.8942,45878,43089,0.0647,4745,28943,0.8361,22114,2560,7.6383,98853,93102,0.0618,14195,10790,0.3156,28801,28369,0.0152,0.493482781690489,303427,298674,303427,251291,0
275,2014-09-16,12610,48499,0.74,19370,2438,6.945,0,0,0.0,4846,45653,0.8939,45861,43130,0.0633,4770,28968,0.8353,22124,2563,7.6321,99115,93117,0.0644,14195,10797,0.3147,28904,28394,0.018,0.4942169397052962,303559,298934,303559,251795,0
276,2014-09-17,12666,48499,0.7388,19427,2439,6.9651,0,0,0.0,4863,45667,0.8935,45877,43171,0.0627,4804,28993,0.8343,22137,2566,7.627,99408,93131,0.0674,14196,10803,0.3141,28989,28418,0.0201,0.4950228360120782,303687,299080,303687,252367,0
277,2014-09-18,12705,48499,0.738,19489,2440,6.9873,0,0,0.0,4889,45681,0.893,45860,43212,0.0613,4820,29018,0.8339,22152,2570,7.6195,99724,93145,0.0706,14196,10809,0.3133,29079,28442,0.0224,0.4959119993680385,303816,299232,303816,252914,0
278,2014-09-19,12727,48500,0.7376,19549,2441,7.0086,0,0,0.0,4903,45695,0.8927,45863,43253,0.0603,4844,29083,0.8334,22167,2573,7.6152,99994,93160,0.0734,14190,10816,0.3119,29150,28467,0.024,0.496753161308999,303988,299370,303988,253387,0
279,2014-09-20,12775,48511,0.7367,19597,2444,7.0184,0,0,0.0,4926,45729,0.8923,45851,43291,0.0591,4871,29149,0.8329,22167,2576,7.6052,100260,93181,0.076,14196,10822,0.3118,29237,28485,0.0264,0.4974752455718174,304188,299601,304188,253880,0
280,2014-09-21,12812,48522,0.736,19643,2447,7.0274,0,0,0.0,4949,45763,0.8919,45855,43330,0.0583,4899,29215,0.8323,22177,2580,7.5957,100541,93203,0.0787,14191,10828,0.3106,29299,28504,0.0279,0.4982194012983258,304392,299617,304392,254366,0
281,2014-09-22,12861,48533,0.735,19690,2451,7.0335,0,0,0.0,4967,45798,0.8915,45849,43369,0.0572,4931,29280,0.8316,22178,2583,7.5861,100810,93225,0.0814,14182,10834,0.309,29368,28523,0.0296,0.4988378048300043,304596,299819,304596,254836,0
282,2014-09-23,12931,48544,0.7336,19754,2454,7.0497,0,0,0.0,4989,45832,0.8911,45854,43407,0.0564,5029,29346,0.8286,22165,2586,7.5712,101081,93246,0.084,14186,10841,0.3086,29459,28542,0.0321,0.499333985131136,304798,300121,304798,255448,0
283,2014-09-24,13002,48555,0.7322,19808,2458,7.0586,0,0,0.0,5005,45867,0.8909,45846,43446,0.0552,5057,29412,0.8281,22163,2590,7.5571,101348,93268,0.0866,14194,10847,0.3086,29526,28561,0.0338,0.4999442630260586,305004,300252,305004,255949,0
284,2014-09-25,13055,48566,0.7312,19876,2461,7.0764,0,0,0.0,5029,45901,0.8904,45845,43485,0.0543,5094,29478,0.8272,22154,2593,7.5438,101649,93290,0.0896,14180,10853,0.3066,29619,28580,0.0364,0.5007355663533274,305207,300440,305207,256501,0
285,2014-09-26,13097,48577,0.7304,19941,2465,7.0897,0,0,0.0,5051,45936,0.89,45848,43493,0.0541,5124,29503,0.8263,22145,2634,7.4074,101887,93312,0.0919,14182,10859,0.306,29688,28599,0.0381,0.5012574579701222,305378,300580,305378,256963,0
286,2014-09-27,13148,48586,0.7294,19983,2510,6.9614,0,0,0.0,5068,45940,0.8897,45842,43502,0.0538,5148,29528,0.8257,22140,2675,7.2766,102126,93370,0.0938,14195,10866,0.3064,29771,28612,0.0405,0.5013662140980205,305589,300846,305589,257421,0
287,2014-09-28,13198,48595,0.7284,20038,2556,6.8396,0,0,0.0,5084,45944,0.8893,45836,43510,0.0535,5184,29553,0.8246,22136,2716,7.1502,102392,93429,0.0959,14190,10872,0.3052,29841,28625,0.0425,0.5014748201438849,305800,300886,305800,257899,0
288,2014-09-29,13243,48605,0.7275,20057,2602,6.7083,0,0,0.0,5109,45948,0.8888,45841,43519,0.0534,5199,29578,0.8242,22137,2756,7.0323,102629,93488,0.0978,14206,10878,0.3059,29905,28638,0.0442,0.5015293517901259,306012,301203,306012,258326,0
289,2014-09-30,13285,48614,0.7267,20084,2647,6.5875,0,0,0.0,5128,45953,0.8884,45821,43527,0.0527,5227,29604,0.8234,22135,2797,6.9138,102860,93547,0.0996,14204,10884,0.305,29989,28651,0.0467,0.5014989027639898,306224,301376,306224,258733,0
290,2014-10-01,13332,48624,0.7258,20122,2693,6.472,0,0,0.0,5148,45957,0.888,45807,43536,0.0522,5258,29629,0.8225,22126,2838,6.7963,103085,93606,0.1013,14205,10891,0.3043,30075,28664,0.0492,0.5014521697700677,306438,301637,306438,259158,0
291,2014-10-02,13370,48633,0.7251,20165,2738,6.3649,0,0,0.0,5164,45961,0.8876,45799,43544,0.0518,5277,29654,0.822,22119,2879,6.6829,103284,93665,0.1027,14204,10897,0.3035,30151,28677,0.0514,0.5014185646082805,306648,301830,306648,259533,0
292,2014-10-03,13416,48643,0.7242,20196,2784,6.2543,0,0,0.0,5191,45966,0.8871,45786,43553,0.0513,5292,29679,0.8217,22124,2919,6.5793,103514,93677,0.105,14211,10903,0.3034,30216,28683,0.0534,0.5016736906263547,306807,301945,306807,259946,0
293,2014-10-04,13456,48643,0.7234,20236,2784,6.2687,0,0,0.0,5210,45969,0.8867,45784,43561,0.051,5317,29705,0.821,22122,2960,6.4736,103679,93690,0.1066,14211,10909,0.3027,30276,28689,0.0553,0.5019354208074028,306910,302147,306910,260291,0
294,2014-10-05,13495,48643,0.7226,20276,2784,6.283,0,0,0.0,5232,45972,0.8862,45790,43570,0.051,5344,29730,0.8202,22124,3001,6.3722,103860,93703,0.1084,14216,10916,0.3023,30353,28695,0.0578,0.5023353983857414,307014,302408,307014,260690,0
295,2014-10-06,13535,48644,0.7218,20314,2785,6.2941,0,0,0.0,5259,45976,0.8856,45795,43578,0.0509,5371,29755,0.8195,22123,3042,6.2725,104090,93716,0.1107,14202,10922,0.3003,30425,28701,0.0601,0.502785565204367,307119,302572,307119,261114,0
296,2014-10-07,13569,48644,0.7211,20344,2785,6.3048,0,0,0.0,5289,45979,0.885,45793,43587,0.0506,5392,29780,0.8189,22132,3083,6.1787,104271,93728,0.1125,14198,10928,0.2992,30507,28707,0.0627,0.5031557087568883,307221,302755,307221,261495,0
297,2014-10-08,13606,48645,0.7203,20377,2785,6.3167,0,0,0.0,5305,45983,0.8846,45787,43604,0.0501,5402,29806,0.8188,22126,3123,6.0849,104470,93741,0.1145,14187,10935,0.2974,30573,28713,0.0648,0.5034896773878667,307335,302870,307335,261833,0
298,2014-10-09,13651,48645,0.7194,20407,2785,6.3275,0,0,0.0,5327,45986,0.8842,45790,43622,0.0497,5417,29906,0.8189,22122,3164,5.9918,104659,93754,0.1163,14189,10941,0.2969,30651,28719,0.0673,0.5039476850436717,307522,303019,307522,262213,0
299,2014-10-10,13691,48646,0.7186,20445,2785,6.3411,0,0,0.0,5345,45990,0.8838,45809,43639,0.0497,5440,30007,0.8187,22130,3205,5.9048,104840,93767,0.1181,14185,10947,0.2958,30720,28726,0.0694,0.5044554648502496,307712,303202,307712,262605,0
300,2014-10-11,13736,48647,0.7176,20474,2786,6.3489,0,0,0.0,5368,45993,0.8833,45817,43657,0.0495,5458,30107,0.8187,22125,3246,5.8161,105011,93802,0.1195,14190,10953,0.2955,30798,28746,0.0714,0.5046811523136225,307937,303485,307937,262977,0
301,2014-10-12,13767,48648,0.717,20489,2786,6.3543,0,0,0.0,5383,45996,0.883,45809,43675,0.0489,5480,30208,0.8186,22134,3287,5.7338,105196,93838,0.121,14189,10960,0.2946,30874,28767,0.0732,0.5049243100287184,308165,303616,308165,263321,0
302,2014-10-13,13804,48649,0.7163,20509,2786,6.3615,0,0,0.0,5400,45999,0.8826,45817,43692,0.0486,5490,30308,0.8189,22138,3327,5.654,105338,93874,0.1221,14190,10966,0.294,30943,28788,0.0749,0.505089351436011,308389,303809,308389,263629,0
303,2014-10-14,13839,48650,0.7155,20542,2786,6.3733,0,0,0.0,5426,46002,0.882,45810,43710,0.048,5499,30409,0.8192,22142,3368,5.5742,105511,93909,0.1235,14200,10972,0.2942,31026,28809,0.077,0.5053999319540528,308615,304106,308615,263995,0
304,2014-10-15,13897,48651,0.7144,20561,2787,6.3775,0,0,0.0,5450,46005,0.8815,45793,43728,0.0472,5519,30510,0.8191,22143,3409,5.4955,105704,93945,0.1252,14197,10978,0.2932,31106,28830,0.0789,0.5055222232655426,308843,304273,308843,264370,0
305,2014-10-16,13935,48652,0.7136,20599,2787,6.3911,0,0,0.0,5465,46008,0.8812,45801,43745,0.047,5527,30528,0.819,22144,3450,5.4186,105860,93981,0.1264,14195,10985,0.2922,31179,28851,0.0807,0.5056523413606397,308987,304393,308987,264705,0
306,2014-10-17,13975,48653,0.7128,20626,2787,6.4008,0,0,0.0,5491,46012,0.8807,45796,43763,0.0465,5535,30547,0.8188,22132,3490,5.3415,106018,94015,0.1277,14198,10991,0.2918,31264,28868,0.083,0.505719350685481,309126,304555,309126,265035,0
307,2014-10-18,14020,48654,0.7118,20640,2787,6.4058,0,0,0.0,5501,46015,0.8805,45781,43781,0.0457,5559,30566,0.8181,22143,3531,5.271,106175,94050,0.1289,14198,10997,0.2911,31339,28886,0.0849,0.505708659507804,309267,304876,309267,265356,0
