Day,Bahir_Dar sim,Bahir_Dar data,Bahir_Dar error,Gondar sim,Gondar data,Gondar error,Hamdayet sim,Hamdayet data,Hamdayet error,Lugdi sim,Lugdi data,Lugdi error,Abderafi sim,Abderafi data,Abderafi error,Wad_Al_Mahi sim,Wad_Al_Mahi data,Wad_Al_Mahi error,Sehra sim,Sehra data,Sehra error,Tsorona sim,Tsorona data,Tsorona error,Galafi sim,Galafi data,Galafi error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
128,21,1,20.0,67,1,66.0,17,451,0.9623,16,155,0.8968,24,10,1.4,9,6,0.5,26,1,25.0,8,1,7.0,4,1,3.0,1.1339712918660287,627,625,627,192,0
129,21,1,20.0,67,1,66.0,17,452,0.9624,16,155,0.8968,24,10,1.4,9,6,0.5,26,1,25.0,8,1,7.0,4,1,3.0,1.1337579617834395,628,624,628,192,0
130,21,1,20.0,67,1,66.0,17,452,0.9624,16,155,0.8968,24,10,1.4,8,6,0.3333,26,1,25.0,8,1,7.0,4,1,3.0,1.1321656050955413,628,621,628,191,0
131,21,1,20.0,67,1,66.0,17,452,0.9624,16,155,0.8968,24,10,1.4,8,6,0.3333,26,1,25.0,8,1,7.0,4,1,3.0,1.1321656050955413,628,623,628,191,0
132,21,1,20.0,67,1,66.0,17,453,0.9625,16,155,0.8968,24,10,1.4,8,6,0.3333,25,1,24.0,8,1,7.0,4,1,3.0,1.1303656597774245,629,614,629,190,0
133,21,1,20.0,67,1,66.0,17,453,0.9625,16,155,0.8968,24,10,1.4,8,6,0.3333,25,1,24.0,8,1,7.0,4,1,3.0,1.1303656597774245,629,615,629,190,0
134,22,1,21.0,67,1,66.0,18,454,0.9604,16,155,0.8968,24,10,1.4,9,6,0.5,25,1,24.0,8,1,7.0,4,1,3.0,1.1317460317460317,630,620,630,193,0
135,22,1,21.0,67,1,66.0,18,454,0.9604,16,155,0.8968,25,10,1.5,9,6,0.5,25,1,24.0,8,1,7.0,4,1,3.0,1.1333333333333333,630,621,630,194,0
136,22,1,21.0,68,1,67.0,18,455,0.9604,16,155,0.8968,25,10,1.5,9,6,0.5,25,1,24.0,8,1,7.0,4,1,3.0,1.1347068145800316,631,622,631,195,0
137,22,1,21.0,68,1,67.0,18,455,0.9604,16,155,0.8968,25,10,1.5,9,6,0.5,25,1,24.0,8,1,7.0,4,1,3.0,1.1347068145800316,631,621,631,195,0
138,23,1,22.0,68,1,67.0,18,455,0.9604,16,155,0.8968,26,10,1.6,9,6,0.5,25,1,24.0,9,1,8.0,4,1,3.0,1.13946117274168,631,621,631,198,0
139,23,1,22.0,68,1,67.0,18,456,0.9605,16,155,0.8968,27,10,1.7,9,6,0.5,25,1,24.0,9,1,8.0,4,1,3.0,1.1408227848101267,632,620,632,199,0
140,23,1,22.0,68,1,67.0,18,456,0.9605,16,155,0.8968,27,10,1.7,9,6,0.5,25,1,24.0,9,1,8.0,4,1,3.0,1.1408227848101267,632,620,632,199,0
141,23,1,22.0,67,1,66.0,18,457,0.9606,16,155,0.8968,27,10,1.7,9,6,0.5,25,1,24.0,9,1,8.0,4,1,3.0,1.1390205371248026,633,621,633,198,0
142,23,1,22.0,67,1,66.0,18,457,0.9606,16,155,0.8968,27,10,1.7,9,6,0.5,25,1,24.0,9,1,8.0,4,1,3.0,1.1390205371248026,633,623,633,198,0
143,23,1,22.0,67,1,66.0,18,458,0.9607,16,155,0.8968,27,10,1.7,9,6,0.5,25,1,24.0,9,1,8.0,4,1,3.0,1.138801261829653,634,624,634,198,0
144,23,1,22.0,67,1,66.0,18,458,0.9607,16,155,0.8968,27,10,1.7,9,6,0.5,25,1,24.0,9,1,8.0,5,1,4.0,1.140378548895899,634,624,634,199,0
145,23,1,22.0,67,1,66.0,18,458,0.9607,16,155,0.8968,27,10,1.7,9,6,0.5,25,1,24.0,9,1,8.0,5,1,4.0,1.140378548895899,634,621,634,199,0
